year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.72,217,156,East Asia and Pacific,C046,5.5,10.5,8.462106521,2519000,38.98679574,531.1090061,81.414,20.4,886.3,0.104,0.0222,1.344,125.4,61,53.63758214,26.81037514,97.71428571,12.43
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.697,66,46,Europe and Central Asia,C026,6.4,10.7,6.169960642,5217000,33.29360733,46.80553871,67.108,12.1,928.6,0.0263,0.227,2.238,195.7,58,53.63758214,28.2,93.71428571,7.26
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.808,73,59,Europe and Central Asia,C026,5.7,10.1,6.454108653,5048000,33.6193751,46.36727853,67.23,12.1,827.2,0.0177,0.172,2.095,188.1,61,53.63758214,27.8,93.71428571,6.97
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.816,87,71,Europe and Central Asia,C026,5.4,9.7,6.590754285,5322000,34.00999432,45.78766642,67.366,11.2,984.4,0.0507,0.231,1.944,205.7,59,53.63758214,26.9,94.42857143,6.69
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.885,87,77,Europe and Central Asia,C026,5.6,10,6.430798769,5590000,34.69214582,45.15258377,67.516,10.9,922.1,0.0258,0.102,1.542,208.3,59,53.63758214,25,94.14285714,6.56
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.898,88,79,Europe and Central Asia,C026,6.1,10.7,6.513279873,6115000,33.69522719,44.73164618,67.679,10.9,808.5,0.0254,0.217,2.427,166.9,59,53.63758214,24.8,92.71428571,6.43
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.852,108,92,Europe and Central Asia,C026,5.9,10.4,6.750374158,6150000,34.55065433,44.6205206,67.855,9,915.2,0.026,0.0803,2.642,205.3,60,53.63758214,25.49710849,93,6.43
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.911,157,143,Europe and Central Asia,C026,6.3,10.9,7.297362125,2284000,30.76827865,44.63246567,68.046,8.3,840.1,0.04,0.239,3.445,185.6,60,53.63758214,25.8497488,91.57142857,6.43
2021,CRAB,Acinetobacter baumannii,Carbapenems,0.961,360,346,Europe and Central Asia,C026,5.1,9.4,8.335280966,9025445.843,15.19515786,44.56797803,68.25411739,9.1,1045.3,0.0657,0.176,1.792,209.6,61,53.63758214,26.02813594,96.93605442,6.280183278
2022,CRAB,Acinetobacter baumannii,Carbapenems,0.887,141,125,Europe and Central Asia,C026,6.3,11,10.01941118,31189337.53,18.65885662,44.24031631,68.48135218,9.2,810.2,0.0427,0.185,1.96,170.5,62,53.63758214,26.11837513,97.42065553,5.850549833
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.788,52,41,Europe and Central Asia,C025,12.4,17.3,5.442415043,6246000,40.32760276,32.04046475,67.952,27.3,584.2,0.0424,0.00234,2.33,68,55,53.63758214,18.2,92,5.66
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.689,61,42,Europe and Central Asia,C025,12,16.9,5.627725637,6842000,41.34373641,31.77924374,67.98,30.6,714.7,0.0782,0.00138,2.166,77.1,55,53.63758214,21.7,93.85714286,5.69
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.732,82,60,Europe and Central Asia,C025,12.4,17.4,6.103910544,6797000,44.11512432,31.49014094,68.021,27.9,684.2,0.0592,0.00135,1.946,74.7,57,53.63758214,24.2,95.71428571,5.72
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.794,34,27,Europe and Central Asia,C025,12,17.1,5.941352096,7726000,42.67061891,31.21230334,68.075,29.1,435.1,0.043,0.000128,1.503,61,58,53.63758214,24,96.14285714,5.57
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.784,51,40,Europe and Central Asia,C025,13.1,17.9,6.165637053,7775000,40.1193941,30.97006123,68.142,30,813.5,0.0691,0.00106,2.36,84.5,58,53.63758214,21.2,95.85714286,5.49
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.848,46,39,Europe and Central Asia,C025,12.5,17.3,6.390328075,8342000,39.87717078,30.75549199,68.222,30.8,886.1,0.1,0.00791,2.462,84.7,56,53.63758214,21.2,98.14285714,5.49
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.827,52,43,Europe and Central Asia,C025,12.6,17.5,7.060352164,3204000,36.39155526,30.53911297,68.315,28.8,828.3,0.0899,0.00684,3.55,83.4,57,53.63758214,21.2,98.28571429,5.49
2021,CRAB,Acinetobacter baumannii,Carbapenems,0.793,82,65,Europe and Central Asia,C025,12.6,17.6,8.698283235,14359885.36,23.64295612,30.29051448,68.42101581,28.2,644.6,0.0711,0.00218,1.987,71,59,53.63758214,21.2,95.07006803,5.410163575
2022,CRAB,Acinetobacter baumannii,Carbapenems,0.712,73,52,Europe and Central Asia,C025,12.3,17.1,11.74904829,50572656.07,3.921020324,29.98021388,68.54004743,31.3,678.2,0.0663,0.00266,1.953,73.5,59,53.63758214,21.2,95.07210884,5.170490726
2007,CRAB,Acinetobacter baumannii,Carbapenems,0.3,40,12,Latin America and the Caribbean,C031,14.2,21.5,5.766445003,93582000,56.18167821,55.71283881,76.92,18.6,763.4,0.00446,0.00501,0.503,61.4,35,90.65382877,8.5,96,1.06
2008,CRAB,Acinetobacter baumannii,Carbapenems,0.6,62,37,Latin America and the Caribbean,C031,14,21.5,5.698869862,92948000,54.08642023,56.42351346,77.222,18,776.1,0.0163,0.0031,0.558,59.5,36,90.65382877,8.7,96.28571429,1.03
2009,CRAB,Acinetobacter baumannii,Carbapenems,0.78,51,40,Latin America and the Caribbean,C031,14.5,21.9,6.129784253,88044000,53.33153018,57.12566064,77.52,17.8,669.5,0.00383,0.00471,1.053,59.2,33,90.65382877,8.4,95.28571429,1.02
2010,CRAB,Acinetobacter baumannii,Carbapenems,0.94,63,59,Latin America and the Caribbean,C031,13.7,21.2,5.736888772,81953000,49.78125412,57.88852645,77.815,16.6,805.3,0.0136,0.00871,0.306,60.1,31,90.65383324,8.7,94.57142857,1.05
2011,CRAB,Acinetobacter baumannii,Carbapenems,0.85,73,62,Latin America and the Caribbean,C031,14.2,22,5.518836074,75732000,47.19611711,58.72089354,78.111,18.7,682.7,0.00442,0.0132,1.026,55.2,30,90.65382861,8.3,97.57142857,1.04
2012,CRAB,Acinetobacter baumannii,Carbapenems,0.88,99,87,Latin America and the Caribbean,C031,14.6,22.1,5.665220974,76749000,46.91787908,59.54675223,78.405,17.6,697.2,0.00456,0.00434,0.948,59,34,90.65383302,8,98,1.03
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.88,90,79,Latin America and the Caribbean,C031,14.2,21.6,5.809236261,78100000,46.24883804,60.33626688,78.699,18.3,906.7,0.0183,0.00779,0.798,67,34,90.65382872,8,83.85714286,1.03
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.97,34,33,Latin America and the Caribbean,C031,14.4,21.8,5.553409686,81042000,47.91829998,61.08999048,78.993,16.7,845.3,0.00787,0.0101,0.911,64.8,35,91.0190514,7.4,90.42857143,1.03
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.55,1361,749,East Asia and Pacific,C029,22.7,26.7,3.562673399,25715000,46.09438937,91.72061178,72.93,19.2,3047.1,0.0102,0.00379,1.121,233.8,50,53.63758214,10.3,97.14285714,1.9
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.52,1637,851,East Asia and Pacific,C029,22.5,26.6,3.763075545,27437000,45.26470601,93.15616801,73.577,20.3,2764.1,0.00714,0.00229,1.199,215.8,52,53.63758214,10.4,97,1.9
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.55,1941,1068,East Asia and Pacific,C029,22.8,26.8,3.822014265,25721000,46.79576746,94.56348501,74.213,24.8,2593.4,0.0133,0.00323,1.372,212.1,50,53.63758214,10.5,98.14285714,1.86
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.49,2144,1051,East Asia and Pacific,C029,22.6,26.7,3.714723496,25948000,48.25491886,97.32401765,75.447,14.4,3275.2,0.00717,0.00231,1.419,239.3,47,53.63758214,10.1,97.85714286,1.88
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.5,2089,1044,East Asia and Pacific,C029,22.5,26.7,3.759328888,25832000,48.74312453,98.61290823,76.036,16.1,3189.8,0.0156,0.00679,1.443,235.5,47,53.63758214,9.9,97,1.88
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.47,1752,823,East Asia and Pacific,C029,22.8,27,3.839366046,26101000,47.66547094,99.84483336,76.607,20.9,2543.8,0.0168,0.00613,1.7,212.1,53,53.63758214,9.785910888,96.28571429,1.88
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.51,1641,837,East Asia and Pacific,C029,22.6,26.9,4.116007043,4333000,47.23479566,101.0500472,77.16,13.7,2990.2,0.0226,0.0111,1.688,229.4,51,53.63758214,9.671821777,95.85714286,1.88
2012,CRAB,Acinetobacter baumannii,Carbapenems,0.058,86,5,Europe and Central Asia,C032,6.3,10.1,10.554492,11680000,31.52028599,496.8849941,88.588,12.9,843.9,0.169,0.55,0.125,201.3,84,53.63758214,10.9,84.27230923,3.75
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.011,95,1,Europe and Central Asia,C032,6,9.6,10.59931472,12783000,30.96808343,498.7958445,89.187,13.5,719,0.181,0.525,0.999,181,83,53.63758214,10.5,88.55802351,3.61
2014,CRAB,Acinetobacter baumannii,Carbapenems,2.22E-18,92,0,Europe and Central Asia,C032,7.7,11.5,10.58946549,13925000,32.1529226,500.5938854,89.69,13.3,757.9,0.173,0.542,0.544,180.9,83,53.63758214,10.3,94.41516637,3.61
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.043,94,4,Europe and Central Asia,C032,6.9,10.8,10.34788194,15007000,33.92105114,503.1162162,90.173,12,827.3,0.166,0.545,0.568,198.4,87,53.63758214,10.4,93.8437378,3.49
2016,CRAB,Acinetobacter baumannii,Carbapenems,2.22E-18,132,0,Europe and Central Asia,C032,6.8,10.6,10.32529082,15828000,34.4976549,505.8008316,90.635,11.7,773.8,0.189,0.573,1.214,183.1,83,53.63758214,10.1,93.27230923,3.41
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.008,130,1,Europe and Central Asia,C032,7.1,10.8,10.13776231,17924000,35.66086794,508.8,91.077,11.5,868.3,0.162,0.597,0.627,193.5,82,53.63758214,9.8,92.41516637,3.28
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.047,148,7,Europe and Central Asia,C032,7.1,11.3,10.04941058,18780000,34.24496796,511.7797446,91.49,12.1,615.5,0.189,0.563,1.173,153.4,82,53.63758214,9.7,91.8437378,3.17
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.008,124,1,Europe and Central Asia,C032,7.2,11.2,9.973660595,20129000,34.07764988,515.1432729,91.876,10.5,811.8,0.191,0.569,1.118,197,82,53.63758214,9.722038959,92.55802351,3.17
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.007,148,1,Europe and Central Asia,C032,7.5,11.6,11.0539154,7265000,31.17578397,518.013068,92.236,9,781.6,0.154,0.477,0.912,178.9,82,53.63758214,9.741491255,92.55802351,3.17
2021,CRAB,Acinetobacter baumannii,Carbapenems,0.005,185,1,Europe and Central Asia,C032,6.6,10.3,14.51231946,35531764.4,20.9840132,519.4246369,92.57070912,10,857.3,0.198,0.574,0.982,178.1,82,53.63758214,9.758660479,91.23979345,3.049461989
2022,CRAB,Acinetobacter baumannii,Carbapenems,0.01,198,2,Europe and Central Asia,C032,7.4,11.6,21.49227581,122967293.2,0.480792151,518.5004627,92.88112736,9.7,694.6,0.202,0.619,1.319,153,80,53.63758214,9.77381459,91.1515732,2.698385966
2013,CRAB,Acinetobacter baumannii,Carbapenems,2.22E-18,36,0,Europe and Central Asia,C035,21.6,27.5,8.924116053,4778000,14.97706439,13.91208868,80.286,45.7,79.1,0.00105,0,0.473,9.1,86,53.63758214,17.3,91.85031784,3.86
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.029,34,1,Europe and Central Asia,C035,21.7,27.7,9.336158284,4855000,14.71106311,14.07044491,80.692,39.7,82.4,0.000503,0,0.485,14.3,86,53.63758214,18,91.70746069,3.84
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.094,32,3,Europe and Central Asia,C035,22.1,28.1,10.11302445,5361000,14.48540166,14.20793848,81.091,45.2,28,0.000951,0,1.213,7.8,87,53.63758214,17.1,92.42174641,3.76
2016,CRAB,Acinetobacter baumannii,Carbapenems,2.22E-18,33,0,Europe and Central Asia,C035,22,28,10.57859196,5960000,14.62055136,14.33542438,81.485,43.7,41.7,0.00106,0,0.933,10.5,85,53.63758214,19.5,92.99317498,3.68
2017,CRAB,Acinetobacter baumannii,Carbapenems,2.22E-18,31,0,Europe and Central Asia,C035,22.1,28.1,10.26612113,6252000,14.87933449,14.45257626,81.871,44.2,47,0.000414,0,1.421,10.7,85,53.63758214,19,92.99317498,3.6
2018,CRAB,Acinetobacter baumannii,Carbapenems,2.22E-18,32,0,Europe and Central Asia,C035,22,28,9.991030922,5688000,14.29650153,14.54888964,82.248,49.1,39.7,0.00787,0,1.121,8.6,84,53.63758214,18.7,93.27888926,3.53
2020,CRAB,Acinetobacter baumannii,Carbapenems,2.22E-18,31,0,Europe and Central Asia,C035,21.9,27.9,11.00619987,1397000,14.28274531,14.76721523,82.974,41,67.1,0.0183,4.63E-05,0.496,11.4,84,53.63758214,18.71369612,95.70088066,3.53
2021,CRAB,Acinetobacter baumannii,Carbapenems,2.22E-18,42,0,Europe and Central Asia,C035,22.1,28.1,13.11656365,13618322.05,13.59002083,14.92295896,83.32094465,44.2,33.9,0.00111,1.10E-06,1.329,10.4,85,53.63758214,18.71369612,94.57987794,3.45204934
2022,CRAB,Acinetobacter baumannii,Carbapenems,0.029,34,1,Europe and Central Asia,C035,22,28,16.83725445,44594966.15,11.64877731,15.13254409,83.65583394,50.3,56.3,0.00118,4.40E-06,1.055,11.4,84,53.63758214,18.71369612,94.81199758,3.226148019
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.41,593,243,East Asia and Pacific,C037,5.2,9.2,3.954843449,5967000,60.47021469,351.7297716,46.475,21,723.2,0.0105,0.0442,2.056,181.3,35,81.64944009,22.1,80.71428571,0.99
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.43,880,378,East Asia and Pacific,C037,5.1,9,3.960427632,6621000,60.36769763,357.9786732,46.682,21.6,500.2,0.0161,0.123,1.475,132.1,34,81.66342533,22.5,77.85714286,0.99
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.38,896,340,East Asia and Pacific,C037,5.5,9.9,3.95370015,7168000,60.83168586,364.1172351,46.907,22.1,531.4,0.00682,0.129,2.434,148.7,36,81.6786275,22.5,75,0.99
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.33,1180,389,East Asia and Pacific,C037,5.8,10.2,4.165975805,8261000,58.98988438,370.1941979,47.149,18.2,612.9,0.00797,0.0387,2.652,153.5,34,81.69497827,22.99873828,72.14285714,0.99
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.38,854,325,East Asia and Pacific,C037,5.8,10.1,5.104024723,1483000,54.62529714,376.2651407,47.408,16.5,636.2,0.0124,0.05,2.677,162.4,34,81.71247607,22.51302373,69.85714286,0.99
2012,CRAB,Acinetobacter baumannii,Carbapenems,0.382,212,81,Europe and Central Asia,C038,10.8,16,6.265138558,67390000,30.17161181,124.3000588,60.654,9,970.6,0.0557,0.0234,0.797,127.4,58,53.63758214,19,96.71428571,6.63
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.497,189,94,Europe and Central Asia,C038,10.7,15.9,6.476370694,72310000,29.56565059,124.2291107,60.529,9.4,998.4,0.139,0.138,0.941,137.1,60,53.63758214,18.8,96.14285714,6.61
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.534,189,101,Europe and Central Asia,C038,11.2,16.4,6.4257608,73750000,30.02626017,124.1442732,60.403,8.4,584.8,0.145,0.171,1.349,100.9,61,53.63758214,18.7,95.71428571,6.63
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.656,244,160,Europe and Central Asia,C038,10.9,16.5,6.400926556,77743000,30.6285109,124.0615696,60.278,10.4,982.4,0.0471,0.0543,1.405,128.3,62,53.63758214,19.5,95.42857143,6.63
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.66,391,258,Europe and Central Asia,C038,11.1,16.4,6.571492672,80476000,31.17085749,124.008253,60.178,9.2,596.2,0.126,0.12,1.682,103.1,62,53.63758214,19.3,95,6.64
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.674,344,232,Europe and Central Asia,C038,11.2,16.8,6.583750673,83804000,31.14675984,124.0237304,60.105,10.2,999.9,0.0442,0.0253,2.109,129.6,60,53.63758214,18.6,93.42857143,6.62
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.673,278,187,Europe and Central Asia,C038,10.8,16,6.312587839,85946000,28.85525444,124.0315838,60.058,10,691.9,0.103,0.0611,0.906,102.9,60,53.63758214,19.4,92.14285714,6.54
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.71,317,225,Europe and Central Asia,C038,10.9,16.3,6.228440132,88515000,28.55985489,124.0255954,60.037,8.6,821.8,0.0972,0.0488,1.291,119.4,58,53.63758214,19.4,92.14285714,6.54
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.782,372,291,Europe and Central Asia,C038,11.4,16.7,6.327533842,88515000,28.04498829,123.8005749,60.043,9.1,791.6,0.0625,0.0655,1.99,111.9,56,53.63758214,19.4,89.57142857,6.54
2021,CRAB,Acinetobacter baumannii,Carbapenems,0.827,826,683,Europe and Central Asia,C038,11.2,16.3,6.571600328,82613278.94,24.63383609,123.1385182,60.07705879,9.2,834.4,0.0775,0.079,1.251,109.3,56,53.63758214,19.4,93.52467964,6.445116454
2022,CRAB,Acinetobacter baumannii,Carbapenems,0.764,466,356,Europe and Central Asia,C038,11.8,17.1,6.956865881,67813836.81,16.1108254,121.834235,60.14017637,9.6,81.3,0.0983,0.0317,2.318,17.8,55,53.63758214,19.4,93.44543544,6.175349361
2012,CRAB,Acinetobacter baumannii,Carbapenems,0.792,168,133,Europe and Central Asia,C039,23.6,28.2,9.628700044,7503000,38.66403648,114.8034065,61.763,99.3,38.2,0,0,1.376,12.8,63,53.63758214,17.8,97.71428571,3.41
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.69,229,158,Europe and Central Asia,C039,23.4,28,9.377968276,9177000,37.65426752,114.1561287,62.352,91.6,82.9,0.00113,0,1.212,16.8,62,53.63758214,18.8,97.85714286,3.39
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.531,262,139,Europe and Central Asia,C039,23.1,28.2,9.319370678,10497000,38.19905696,113.5417704,62.936,85.4,50.9,0,0,1.541,13,63,53.63758214,20.6,97.85714286,3.32
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.577,307,177,Europe and Central Asia,C039,23.5,28.5,9.301419979,11723000,38.26995233,113.0725196,63.514,101.2,23.7,0,0,1.971,10.9,63,53.63758214,18.6,88.14285714,3.37
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.519,206,107,Europe and Central Asia,C039,23.6,28.7,9.379971112,13359000,38.33537235,112.7163842,64.086,94.8,148.3,4.36E-05,0,1.515,23.3,62,53.63758214,19.7,96.41516637,3.39
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.407,172,70,Europe and Central Asia,C039,23.5,28.5,9.297467493,15432000,38.76765823,112.4418158,64.652,97.3,55.9,0.000435,0,1.893,12.3,63,53.63758214,18.3,96.41516637,3.39
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.307,127,39,Europe and Central Asia,C039,23.9,28.9,9.40605818,16186000,38.77129025,112.261936,65.211,100.9,168.2,0,0,2.004,27.7,64,53.63758214,19.5,97.12945208,3.45
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.311,90,28,Europe and Central Asia,C039,23.6,28.6,9.23494403,17283000,39.14946543,112.2885828,65.764,94.7,55.8,0.000478,0,1.84,18.3,62,53.63758214,18.95167421,97.12945208,3.45
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.154,104,16,Europe and Central Asia,C039,23.5,28.5,10.31549965,4208000,35.4768493,112.406676,66.31,93,21.3,0,0,1.734,6.9,61,53.63758214,19.20222519,97.12945208,3.45
2021,CRAB,Acinetobacter baumannii,Carbapenems,0.104,67,7,Europe and Central Asia,C039,24.3,29.4,14.30789747,38528772.13,23.00471571,112.4869372,66.84785299,102.1,62.2,0,0,2.165,10.2,62,53.63758214,19.08773888,100.2013932,3.523234415
2022,CRAB,Acinetobacter baumannii,Carbapenems,0.311,122,38,Europe and Central Asia,C039,24,29.1,22.74351211,125442316.4,2.692269796,112.4142861,67.37655896,106,703,0,0,1.855,136,62,53.63758214,19.14005204,100.7914204,3.729703244
2012,CRAB,Acinetobacter baumannii,Carbapenems,0.815,54,44,Europe and Central Asia,C040,-8.7,-3.8,4.500486848,7937000,23.13475529,87.20126511,53.974,14.8,504.6,0.0435,0.126,2.089,153.2,44,53.63758214,12.8,93.42857143,6.6
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.854,137,117,Europe and Central Asia,C040,-8.3,-3.5,5.214829724,8019000,20.83375155,86.87429031,53.937,14.1,473.7,0.0372,0.125,1.364,149.9,43,53.63758214,13.2,92.14285714,6.67
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.813,123,100,Europe and Central Asia,C040,-8.4,-3.6,5.018217527,8442000,21.07486136,86.53068063,53.9,14.6,486.9,0.0414,0.136,1.445,155.4,43,53.63758214,12.7,91.85714286,6.71
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.815,189,154,Europe and Central Asia,C040,-7.6,-2.9,4.929251472,9331000,22.05705335,86.12489569,53.887,13,481.4,0.0409,0.127,2.015,147.4,46,53.63758214,12.5,88.71428571,6.79
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.85,160,136,Europe and Central Asia,C040,-8,-3.2,5.065243745,10223000,21.81744729,85.63224531,53.9,13.5,501.7,0.0431,0.115,2.092,153.4,48,53.63758214,13.2,86.14285714,6.84
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.874,182,159,Europe and Central Asia,C040,-7.6,-2.9,5.174200235,10926000,21.41360789,85.13871262,53.936,13.7,478,0.0402,0.124,1.411,148.9,48,53.63758214,13.2,85.14285714,6.89
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.853,218,186,Europe and Central Asia,C040,-8.3,-3.4,5.501168545,11720000,20.30929252,84.63999478,53.998,12.7,489.4,0.0467,0.123,2.103,153.3,47,53.63758214,12.8,88.28571429,6.89
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.883,264,233,Europe and Central Asia,C040,-7.7,-2.9,5.519852961,12815000,19.86166181,84.19527121,54.084,12.6,486,0.0382,0.128,2.405,151.7,44,53.63758214,13.21111111,88,6.89
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.933,297,277,Europe and Central Asia,C040,-6.5,-1.7,6.036625356,5023000,19.76928986,83.73283206,54.194,12.5,486.9,0.0398,0.131,3.06,151.6,44,53.63758214,13.62222222,86.71428571,6.89
2021,CRAB,Acinetobacter baumannii,Carbapenems,0.935,386,361,Europe and Central Asia,C040,-8.6,-3.7,7.946981215,21373576.77,19.59843949,83.17211728,54.32821312,13,499.6,0.0364,0.122,1.339,153.6,45,53.63758214,14.03333333,86.2898479,6.88520023
2022,CRAB,Acinetobacter baumannii,Carbapenems,0.893,318,284,Europe and Central Asia,C040,-7.6,-2.9,12.05729241,75562730.3,19.04768479,82.44141703,54.48663937,11.8,106.3,0.0371,0.128,2.143,13,46,53.63758214,14.44444444,85.71360976,6.87560069
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.62,53,33,Europe and Central Asia,C041,19.1,26.1,5.24694398,32421000,38.21345403,8.78187755,73.95,61.4,90.9,0.000717,3.33E-06,1.552,12.8,27,53.63758214,25.5,95.55045088,8.81
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.61,61,37,Europe and Central Asia,C041,19.4,26.3,5.359654453,33729000,41.28147575,8.798804045,74.05,74.8,93.7,0.000955,2.21E-05,1.799,13.1,29,53.63758214,25.5,95.55045088,8.35
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.75,77,58,Europe and Central Asia,C041,19.4,26.4,5.34676599,24571000,43.04995174,8.813796348,74.164,68.7,98.2,0.0016,6.43E-05,1.876,13.7,29,53.63758214,25,95.55045088,8.16
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.9,81,73,Europe and Central Asia,C041,19.6,26.6,5.398527393,24551000,40.5434161,8.822067892,74.433,70.6,113.4,0.00113,3.78E-05,2.266,15.6,28,53.63758214,17.2,95.26473659,7.12
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.81,174,141,Europe and Central Asia,C041,19.3,26.3,5.669081527,24419000,38.84808399,8.817695994,74.587,69.4,101.4,0.00112,3.75E-05,2.241,13.8,28,53.63758214,12.4,95.40759374,7.12
2020,CRAB,Acinetobacter baumannii,Carbapenems,0.92,253,233,Europe and Central Asia,C041,19.2,26.2,7.591179014,6359000,29.45269874,8.797354989,74.754,66.6,84.2,0.000799,5.69E-05,2.256,12.2,30,53.63758214,7.6,95.12187945,7.12
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.93,392,365,Europe and Central Asia,C042,24.5,27.7,9.289783801,922000,39.46339803,81.91324034,55.469,25.3,2327.4,0.128,0.512,1.204,177.9,42,98.12992037,13.9,92.28571429,5.5
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.93,343,319,Europe and Central Asia,C042,24.2,27.7,9.225028792,1029000,41.18288241,81.5295678,55.583,20,2178,0.116,0.335,1.249,174.3,41,98.1301201,12.9,92.42857143,5.52
2015,CRAB,Acinetobacter baumannii,Carbapenems,0.95,457,434,Europe and Central Asia,C042,24.4,27.9,8.7896683,1132000,41.90865492,81.12717814,55.696,26.4,2660.2,0.0983,0.305,1.867,197.5,40,98.1301201,12.2,92.71428571,5.58
2016,CRAB,Acinetobacter baumannii,Carbapenems,0.97,417,404,Europe and Central Asia,C042,24.8,28.1,8.437379178,1281000,41.98694932,80.70343014,55.81,15.3,2753.5,0.125,0.367,1.533,202.5,42,98.1301201,12.8,91.14285714,5.59
2017,CRAB,Acinetobacter baumannii,Carbapenems,0.96,429,412,Europe and Central Asia,C042,24.3,27.7,8.197713412,1497000,42.32911812,80.27507432,55.942,14.5,2696.4,0.125,0.516,1.78,196.8,41,98.1301201,13.8,93.14285714,5.61
2018,CRAB,Acinetobacter baumannii,Carbapenems,0.96,516,495,Europe and Central Asia,C042,23.9,27.7,8.50866824,1711000,39.9474384,79.8376858,56.092,15.9,2039.7,0.123,0.463,1.887,169.7,39,98.1301201,14.4,94.14285714,5.61
2019,CRAB,Acinetobacter baumannii,Carbapenems,0.96,532,511,Europe and Central Asia,C042,24.3,28.1,8.383069502,1847000,40.03090833,79.41041619,56.26,19,2620.1,0.0965,0.298,1.69,197,39,98.1301201,14.4,94.42857143,5.61
2013,CRAB,Acinetobacter baumannii,Carbapenems,0.458,142,65,Europe and Central Asia,C043,5.4,9.9,7.498723605,12583000,26.68671373,112.5726377,54.14,17.1,1527.7,0.185,0.427,1.15,181.2,47,53.63758214,13.6,96.98659494,5.8
2014,CRAB,Acinetobacter baumannii,Carbapenems,0.329,161,53,Europe and Central Asia,C043,6.1,10.7,6.887547896,11556000,20.66737013,112.7006864,54,15.3,1226,0.27,0.607,1.331,141.9,50,53.63758214,14.3,96.12945208,5.79
