year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD,logit_R,log_AMC,log_IT,log_PMP,log_PD
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.339,2307,782,Europe and Central Asia,C023,11.1,15,8.719857291,84925000,25.59896731,205.0179495,69.855,16.2,712.2,0.143,0.153,1.04,123.1,47,53.63758214,24.2,90.27230923,3.17,-0.666319938,3.226843995,18.25727908,2.844909384,5.327963298
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.297,2634,782,Europe and Central Asia,C023,10.8,14.8,8.670186961,89931000,26.26462371,204.7109374,70.144,17.3,618.3,0.1,0.105,1.264,107.9,50,53.63758214,24,92.27230923,3.18,-0.85968487,3.218875825,18.31455328,2.90690106,5.326471967
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.268,5660,1517,Europe and Central Asia,C023,11.5,15.4,8.6729469,93228601.56,26.13889069,204.3222259,70.438,15.7,699.7,0.17,0.198,0.783,127.2,52,53.63758214,24.1,92.98659494,3.14,-1.002434322,3.222867846,18.35056513,2.815408719,5.324580579
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.285,7325,2088,Europe and Central Asia,C023,11.3,15.3,8.375004891,95399000,26.25528058,201.9805456,70.736,15,824.1,0.168,0.176,1.201,126.1,53,53.63758214,24.54736842,93.41516637,3.14,-0.917688356,3.240534314,18.37357866,2.772588722,5.31311014
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.295,8293,2446,Europe and Central Asia,C023,11.1,15.2,9.345350147,38419000,23.92312126,200.9991005,71.039,15.4,703.1,0.127,0.145,1.075,112.9,53,53.63758214,24.54736842,91.98659494,3.14,-0.869255783,3.240534314,17.46406271,2.797281335,5.308263244
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.267,8760,2339,Europe and Central Asia,C023,11,15,13.26562905,139123731.1,16.18737155,205.0126794,71.3482257,14.9,686.6,0.13,0.18,1.019,120.8,56,53.63758214,24.54736842,93.6867625,3.089054735,-1.007522048,3.240534314,18.75087425,2.766319109,5.327937717
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.249,11226,2795,Europe and Central Asia,C023,11.5,15.7,21.70483081,495252388.5,0.357359318,217.3344863,71.66467709,16.3,552.8,0.0953,0.0856,1.764,104.2,56,53.63758214,24.54736842,93.91375556,2.947164206,-1.101275406,3.240534314,20.02057807,2.850706502,5.386028228
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.02,422,8,East Asia and Pacific,C046,5.2,10.1,6.90190495,17242000,42.47815186,525.3700725,81.562,22.3,1063.3,0.131,0.0444,1.237,141.4,53,53.63758214,24.86666667,97.71428571,11.98,-3.844050022,3.252955139,16.66285888,3.148453361,6.266004525
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,693,7,East Asia and Pacific,C046,5,10.1,7.086291484,13336000,42.08642872,526.7348067,81.503,20.8,866.8,0.0832,0.0317,1.5,132,54,53.63758214,25.23333333,97.28571429,12.27,-4.500819262,3.267030867,16.40597778,3.08190997,6.268593897
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.02,701,14,East Asia and Pacific,C046,5.9,10.8,7.530476334,15347000,41.54320636,528.9690115,81.459,22.8,858.5,0.122,0.049,0.675,138.1,57,53.63758214,25.73333333,97.85714286,12.43,-3.844050022,3.285911226,16.54643064,3.169685581,6.272818536
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,716,7,East Asia and Pacific,C046,5.9,10.9,8.057690154,17503000,40.47150345,530.3772746,81.43,19.8,960.6,0.0812,0.0253,1.624,141.4,59,53.63758214,26.28560181,97.71428571,12.43,-4.500819262,3.306359157,16.67788291,3.034952987,6.275472267
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.04,870,35,East Asia and Pacific,C046,5.5,10.5,8.462106521,2519000,38.98679574,531.1090061,81.414,20.4,886.3,0.104,0.0222,1.344,125.4,61,53.63758214,26.81037514,97.71428571,12.43,-3.154402342,3.325409158,14.73937295,3.063390922,6.276848367
2006,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,32,0,Europe and Central Asia,C026,5.5,9.8,5.80964362,3635000,37.50570206,52.1682993,66.706,15.1,925.1,0.0256,0.0754,0.923,184,48,53.63758214,25.6,95.28571429,7.16,-6.908754779,3.280911216,15.10611994,2.778819272,3.973462341
2007,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,41,0,Europe and Central Asia,C026,5.8,10,5.730552573,4251000,34.07881262,51.55223357,66.777,14.5,1065.7,0.0366,0.164,2.196,213.5,48,53.63758214,26.1,96.14285714,7.19,-6.908754779,3.299533728,15.26266504,2.740840024,3.9618076
2008,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,53,0,Europe and Central Asia,C026,5.2,9.5,6.266373934,4459000,29.18085347,51.02881532,66.848,15.5,999.9,0.0299,0.189,2.221,209.3,46,53.63758214,25.8,96.57142857,7.18,-6.908754779,3.288401888,15.31043531,2.803360381,3.951797706
2009,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,64,0,Europe and Central Asia,C026,5.3,9.6,7.317054125,4001000,28.0183734,50.46535301,66.842,16.2,963.6,0.0198,0.127,1.396,205.2,49,53.63758214,27.4,96.85714286,7.18,-6.908754779,3.346389145,15.20205514,2.844909384,3.940908824
2010,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,43,0,Europe and Central Asia,C026,4.2,8.3,6.717716264,4073000,28.74267133,49.4181412,66.757,16,1010.5,0.0178,0.123,0.766,205.8,50,53.63758214,26.8,95.57142857,7.16,-6.908754779,3.325036021,15.21989063,2.833213344,3.920351055
2012,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,185,0,Europe and Central Asia,C026,5.1,9.4,6.242779398,4979000,33.24589773,47.67165013,66.864,13.2,996,0.0331,0.133,1.37,216.3,54,53.63758214,27.7,93.71428571,7.45,-6.908754779,3.356897123,15.42073983,2.653241965,3.885096728
2013,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,144,0,Europe and Central Asia,C026,4.9,8.9,6.096633078,5264000,34.26508269,47.19088951,66.986,14.5,948.9,0.032,0.197,0.967,208.6,57,53.63758214,27.7,93.57142857,7.31,-6.908754779,3.356897123,15.47640194,2.740840024,3.875169989
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.013,154,2,Europe and Central Asia,C026,6.4,10.7,6.169960642,5217000,33.29360733,46.80553871,67.108,12.1,928.6,0.0263,0.227,2.238,195.7,58,53.63758214,28.2,93.71428571,7.26,-4.256625368,3.374168709,15.46743327,2.57261223,3.867141505
2015,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,177,0,Europe and Central Asia,C026,5.7,10.1,6.454108653,5048000,33.6193751,46.36727853,67.23,12.1,827.2,0.0177,0.172,2.095,188.1,61,53.63758214,27.8,93.71428571,6.97,-6.908754779,3.360375387,15.43450288,2.57261223,3.857931664
2016,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,325,0,Europe and Central Asia,C026,5.4,9.7,6.590754285,5322000,34.00999432,45.78766642,67.366,11.2,984.4,0.0507,0.231,1.944,205.7,59,53.63758214,26.9,94.42857143,6.69,-6.908754779,3.328626689,15.48735992,2.501435952,3.84561963
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.006,325,2,Europe and Central Asia,C026,5.6,10,6.430798769,5590000,34.69214582,45.15258377,67.516,10.9,922.1,0.0258,0.102,1.542,208.3,59,53.63758214,25,94.14285714,6.56,-4.956832588,3.258096538,15.53649002,2.4765384,3.831952946
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,371,1,Europe and Central Asia,C026,6.1,10.7,6.513279873,6115000,33.69522719,44.73164618,67.679,10.9,808.5,0.0254,0.217,2.427,166.9,59,53.63758214,24.8,92.71428571,6.43,-5.519458915,3.250374492,15.62625549,2.4765384,3.822790535
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.034,438,15,Europe and Central Asia,C026,5.9,10.4,6.750374158,6150000,34.55065433,44.6205206,67.855,9,915.2,0.026,0.0803,2.642,205.3,60,53.63758214,25.49710849,93,6.43,-3.318850434,3.277035613,15.6319628,2.302585093,3.820357628
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.029,413,12,Europe and Central Asia,C026,6.3,10.9,7.297362125,2284000,30.76827865,44.63246567,68.046,8.3,840.1,0.04,0.239,3.445,185.6,60,53.63758214,25.8497488,91.57142857,6.43,-3.478158423,3.290256465,14.64143929,2.2300144,3.82061943
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,511,5,Europe and Central Asia,C026,5.1,9.4,8.335280966,9025445.843,15.19515786,44.56797803,68.25411739,9.1,1045.3,0.0657,0.176,1.792,209.6,61,53.63758214,26.02813594,96.93605442,6.280183278,-4.500819262,3.296878395,16.01555857,2.312535424,3.819205234
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.006,517,3,Europe and Central Asia,C026,6.3,11,10.01941118,31189337.53,18.65885662,44.24031631,68.48135218,9.2,810.2,0.0427,0.185,1.96,170.5,62,53.63758214,26.11837513,97.42065553,5.850549833,-4.956832588,3.300211547,17.25558688,2.32238772,3.811988643
2010,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,57,0,Europe and Central Asia,C027,6.3,11.2,6.727831233,805000,14.06858434,196.9162465,88.547,26.4,734.6,0.232,0.25,0.325,135.5,85,53.63758214,20.5,93.94128557,5.37,-6.908754779,3.068052935,13.5985988,3.310543013,5.287843944
2011,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,48,0,Europe and Central Asia,C027,5.3,10.6,6.027924583,874000,16.58465687,201.342029,88.906,29.2,439.6,0.229,0.205,1.343,99.7,85,53.63758214,24.1,94.08414271,5.28,-6.908754779,3.222867846,13.6808368,3.407841924,5.309959478
2012,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,48,0,Europe and Central Asia,C027,6,11.4,5.355501447,950000,14.8391885,206.2358708,89.249,28,593.3,0.242,0.276,1.262,114.7,80,53.63758214,22.7,95.12945208,5.15,-6.908754779,3.165475048,13.76421832,3.36729583,5.333857617
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.019,53,1,Europe and Central Asia,C027,6.2,11.5,5.297196821,945000,14.67671048,211.0578529,89.574,27.7,542.8,0.202,0.177,0.569,118.3,80,53.63758214,22.3,95.12945208,5.17,-3.893859035,3.148453361,13.75894126,3.356897123,5.356859128
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.015,66,1,Europe and Central Asia,C027,6.5,11.5,5.29358157,1038000,14.33975894,216.0915299,89.884,25.1,825.1,0.24,0.236,2.475,135.9,82,53.63758214,22.7,95.12945208,5.05,-4.121067632,3.165475048,13.85280731,3.261935314,5.380319061
2015,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,60,0,Europe and Central Asia,C027,6.1,11.3,5.141121115,1090000,14.10965136,221.2518353,90.179,26.3,691.8,0.383,0.407,1.528,117,81,53.63758214,23.2,95.12945208,4.93,-6.908754779,3.186352633,13.90168917,3.306886702,5.403811132
2016,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,78,0,Europe and Central Asia,C027,6.2,11.5,5.121770843,1054000,14.24373793,226.0722637,90.46,24,729.6,0.211,0.242,1.877,118.5,81,53.63758214,23.4,95.12945208,4.81,-6.908754779,3.194583132,13.86810396,3.218875825,5.425268309
2017,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,99,0,Europe and Central Asia,C027,5.8,11.3,5.184640622,1046000,13.83812166,231.6353721,90.727,23.7,649.9,0.216,0.148,1.647,113.4,82,53.63758214,23.9,95.12945208,4.66,-6.908754779,3.214867803,13.86048488,3.206803244,5.449472301
2018,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,85,0,Europe and Central Asia,C027,6.8,11.9,5.332025768,1018000,13.66654722,236.1466094,90.981,25.2,611.9,0.267,0.332,2.468,121.6,81,53.63758214,24.5,95.98659494,4.51,-6.908754779,3.238678452,13.83335146,3.265759411,5.468678555
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,103,1,Europe and Central Asia,C027,6.8,12.1,5.394198879,1041000,12.79630443,240.827591,91.223,23.3,637.7,0.23,0.224,2.155,125.1,80,53.63758214,25.05680544,95.98659494,4.26,-4.500819262,3.260278979,13.85569331,3.19047635,5.488225038
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.011,87,1,Europe and Central Asia,C027,6.4,11.8,5.702450505,525000,11.45015848,244.8742649,91.453,22,631.6,0.225,0.26,2.632,108.4,80,53.63758214,25.53112543,95.98659494,4.26,-4.412798293,3.278318588,13.17115545,3.135494216,5.504820287
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,101,1,Europe and Central Asia,C027,6.4,11.5,6.619717604,1160021.675,9.949871958,247.3086636,91.67094913,21.8,703,0.158,0.156,1.158,123.9,81,53.63758214,26.00544542,96.22558878,4.887643957,-4.500819262,3.296038528,13.96395011,3.126760536,5.514672584
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.017,117,2,Europe and Central Asia,C027,6.4,11.8,8.477290726,4604065.025,8.518210053,247.3267351,91.8768474,22.2,578.6,0.234,0.223,2.926,108.3,77,53.63758214,26.47976541,96.39500009,6.49293187,-4.001254139,3.313449931,15.34245039,3.144152279,5.514745359
2008,CRKP,Klebsiella pneumoniae,Carbapenems,0.025,40,1,Europe and Central Asia,C025,11.9,17.1,5.547865065,5496000,39.57440101,34.98998827,67.834,28.5,449.5,0.0441,0.00421,2.403,66.2,50,53.63758214,11.9,94.28571429,7.77,-3.625366048,2.557227311,15.51953129,3.384390263,3.583240796
2009,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,44,0,Europe and Central Asia,C025,12.2,17.1,6.037609535,4727000,39.87232346,34.41703762,67.814,27.8,720.2,0.0771,0.00762,1.524,77.3,45,53.63758214,14.7,93.42857143,6.74,-6.908754779,2.753660712,15.36880152,3.360375387,3.567192993
2010,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,63,0,Europe and Central Asia,C025,13.3,18.4,6.03148983,5042000,39.80853991,33.70811706,67.841,31.7,523.8,0.0545,0.00291,0.704,62.3,43,53.63758214,14,92.14285714,5.68,-6.908754779,2.708050201,15.43331359,3.487375078,3.546973581
2011,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,65,0,Europe and Central Asia,C025,11.7,16.5,5.682865451,5538000,36.50257022,33.09992447,67.869,28.2,791.9,0.0753,0.00785,1.151,82.9,42,53.63758214,16.4,91.57142857,5.88,-6.908754779,2.856470206,15.52714416,3.374168709,3.529295169
2012,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,77,0,Europe and Central Asia,C025,12.5,17.3,5.382721158,5569000,39.65217343,32.69190223,67.897,27.6,918.4,0.132,0.035,1.408,83.3,49,53.63758214,15,91.14285714,5.89,-6.908754779,2.772588722,15.53272624,3.353406718,3.517257519
2013,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,92,0,Europe and Central Asia,C025,12.2,17.2,5.378871806,5822000,39.98590628,32.34362897,67.925,29.3,660.5,0.0766,0.027,1.082,68.1,53,53.63758214,15.5,94,5.8,-6.908754779,2.803360381,15.57715458,3.411147713,3.506866719
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.017,118,2,Europe and Central Asia,C025,12.4,17.3,5.442415043,6246000,40.32760276,32.04046475,67.952,27.3,584.2,0.0424,0.00234,2.33,68,55,53.63758214,18.2,92,5.66,-4.001254139,2.954910279,15.64745198,3.342861805,3.497733015
2015,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,112,0,Europe and Central Asia,C025,12,16.9,5.627725637,6842000,41.34373641,31.77924374,67.98,30.6,714.7,0.0782,0.00138,2.166,77.1,55,53.63758214,21.7,93.85714286,5.69,-6.908754779,3.122364924,15.73859079,3.453157121,3.489795502
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.022,90,2,Europe and Central Asia,C025,12.4,17.4,6.103910544,6797000,44.11512432,31.49014094,68.021,27.9,684.2,0.0592,0.00135,1.946,74.7,57,53.63758214,24.2,95.71428571,5.72,-3.751037427,3.226843995,15.73199204,3.363841595,3.480936688
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.017,116,2,Europe and Central Asia,C025,12,17.1,5.941352096,7726000,42.67061891,31.21230334,68.075,29.1,435.1,0.043,0.000128,1.503,61,58,53.63758214,24,96.14285714,5.57,-4.001254139,3.218875825,15.86010195,3.404525172,3.472348471
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,204,1,Europe and Central Asia,C025,13.1,17.9,6.165637053,7775000,40.1193941,30.97006123,68.142,30,813.5,0.0691,0.00106,2.36,84.5,58,53.63758214,21.2,95.85714286,5.49,-5.111987788,3.100092289,15.86642414,3.433987204,3.464799878
2019,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,198,0,Europe and Central Asia,C025,12.5,17.3,6.390328075,8342000,39.87717078,30.75549199,68.222,30.8,886.1,0.1,0.00791,2.462,84.7,56,53.63758214,21.2,98.14285714,5.49,-6.908754779,3.100092289,15.93681367,3.45946629,3.458065686
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.011,189,2,Europe and Central Asia,C025,12.6,17.5,7.060352164,3204000,36.39155526,30.53911297,68.315,28.8,828.3,0.0899,0.00684,3.55,83.4,57,53.63758214,21.2,98.28571429,5.49,-4.412798293,3.100092289,14.9799109,3.394508394,3.451228457
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.016,253,4,Europe and Central Asia,C025,12.6,17.6,8.698283235,14359885.36,23.64295612,30.29051448,68.42101581,28.2,644.6,0.0711,0.00218,1.987,71,59,53.63758214,21.2,95.07006803,5.410163575,-4.059428297,3.100092289,16.47994921,3.374168709,3.443315
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.028,288,8,Europe and Central Asia,C025,12.3,17.1,11.74904829,50572656.07,3.921020324,29.98021388,68.54004743,31.3,678.2,0.0663,0.00266,1.953,73.5,59,53.63758214,21.2,95.07210884,5.170490726,-3.513088252,3.100092289,17.73892161,3.47506723,3.433348739
2005,CRKP,Klebsiella pneumoniae,Carbapenems,0.07,43,3,Latin America and the Caribbean,C031,14.4,21.7,5.836122053,103146000,57.76345015,54.24131382,76.308,19.6,712.4,0.0155,0.0102,0.806,58.8,35,90.65382877,8.6,97.71428571,1.05,-2.5735794,2.261763098,18.45165603,3.025291076,4.011711112
2006,CRKP,Klebsiella pneumoniae,Carbapenems,0.08,40,3,Latin America and the Caribbean,C031,14.4,21.8,5.655255156,97701000,57.17290909,54.98433087,76.616,18.4,796.4,0.00785,0.0164,0.93,62.8,33,90.65382877,8.4,96.85714286,1.02,-2.431010882,2.240709689,18.39742236,2.965273066,4.025071846
2007,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,38,0,Latin America and the Caribbean,C031,14.2,21.5,5.766445003,93582000,56.18167821,55.71283881,76.92,18.6,763.4,0.00446,0.00501,0.503,61.4,35,90.65382877,8.5,96,1.06,-6.908754779,2.251291799,18.35434863,2.975529566,4.038000619
2008,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,42,0,Latin America and the Caribbean,C031,14,21.5,5.698869862,92948000,54.08642023,56.42351346,77.222,18,776.1,0.0163,0.0031,0.558,59.5,36,90.65382877,8.7,96.28571429,1.03,-6.908754779,2.272125886,18.34755077,2.944438979,4.050453862
2010,CRKP,Klebsiella pneumoniae,Carbapenems,0.02,51,1,Latin America and the Caribbean,C031,13.7,21.2,5.736888772,81953000,49.78125412,57.88852645,77.815,16.6,805.3,0.0136,0.00871,0.306,60.1,31,90.65383324,8.7,94.57142857,1.05,-3.844050022,2.272125886,18.22165648,2.867898902,4.075646275
2011,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,31,0,Latin America and the Caribbean,C031,14.2,22,5.518836074,75732000,47.19611711,58.72089354,78.111,18.7,682.7,0.00442,0.0132,1.026,55.2,30,90.65382861,8.3,97.57142857,1.04,-6.908754779,2.2300144,18.14271136,2.980618636,4.089681935
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.04,57,2,Latin America and the Caribbean,C031,14.6,22.1,5.665220974,76749000,46.91787908,59.54675223,78.405,17.6,697.2,0.00456,0.00434,0.948,59,34,90.65383302,8,98,1.03,-3.154402342,2.197224577,18.15605093,2.923161581,4.103415831
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,68,1,Latin America and the Caribbean,C031,14.2,21.6,5.809236261,78100000,46.24883804,60.33626688,78.699,18.3,906.7,0.0183,0.00779,0.798,67,34,90.65382872,8,83.85714286,1.03,-4.500819262,2.197224577,18.17350063,2.960105096,4.116371297
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.08,60,5,Latin America and the Caribbean,C031,14.4,21.8,5.553409686,81042000,47.91829998,61.08999048,78.993,16.7,845.3,0.00787,0.0101,0.911,64.8,35,91.0190514,7.4,90.42857143,1.03,-2.431010882,2.128231706,18.21047811,2.87356464,4.128584792
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.14,94,13,Latin America and the Caribbean,C031,14.7,22,5.722774142,87129000,47.79903108,61.80709226,79.285,17.8,740.6,0.0047,0.00547,1.141,63.7,35,91.38427523,7.2,89.71428571,1,-1.809334614,2.104134154,18.28290035,2.93385687,4.140068001
2013,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,35,0,Europe and Central Asia,C034,-0.8,2.8,6.597246083,405,34.08315563,81.84107851,57.189,7,1146.9,0.104,0.386,0.791,215,44,53.63758214,15.6,97,4.45,-6.908754779,2.809402695,6.00635316,2.079441542,4.416924056
2014,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,38,0,Europe and Central Asia,C034,0.6,3.8,6.176937067,425000,35.30369975,81.97743854,57.284,7.1,1112.8,0.0605,0.358,2.412,198,45,53.63758214,15.8,95.71428571,4.4,-6.908754779,2.821378886,12.9598468,2.091864062,4.418568746
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.28,39,11,Europe and Central Asia,C034,-0.4,3,6.343072696,707000,41.80876448,82.3242268,57.963,6.6,1088.2,0.0642,0.429,1.485,206.9,37,53.63758214,12.9,90,4.28,-0.942284468,2.63188884,13.46878736,2.028148247,4.422739345
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.11,55,6,Europe and Central Asia,C034,-0.5,2.7,6.763670786,758000,39.75192701,82.34314036,58.208,6.1,1253.6,0.0652,0.366,1.208,232.6,35,53.63758214,13.00283965,90,4.28,-2.082814226,2.639260141,13.53843998,1.960094784,4.422966307
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.05,117,6,Europe and Central Asia,C034,0.7,3.9,7.474848495,118000,39.60431829,82.17807296,58.482,5.3,1377.6,0.121,0.456,2.389,235.5,35,53.63758214,13.33768203,80,4.28,-2.92568843,2.662891178,11.67844838,1.840549633,4.420983767
2006,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,32,0,Middle East and North Africa,C030,16.2,20.3,8.817903277,1521000,31.72268908,1266.5875,93.784,12.6,432.6,0.054,0.19,0.996,61.6,64,53.63758214,20.3,86.70088066,7.57,-6.908754779,3.058707073,14.23487923,2.610069793,7.144870767
2008,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,36,0,Middle East and North Africa,C030,16.8,20.4,7.893178218,1832000,35.24590165,1279.309375,93.929,14.8,277.8,0.0576,0.152,1.271,48,58,53.63758214,19.2,78.98659494,7.39,-6.908754779,3.005682604,14.42091937,2.76000994,7.154857027
2009,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,38,0,Middle East and North Africa,C030,16.7,20.3,7.953298382,1608000,35.08064516,1288.990625,94.001,13.6,433.3,0.056,0.155,1.08,57.4,52,53.63758214,19.8,80.27230923,4.83,-6.908754779,3.034952987,14.29050235,2.681021529,7.16239023
2010,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,57,0,Middle East and North Africa,C030,17,20.6,7.961416197,1815000,35.42435424,1295.3375,94.072,13.4,326,0.0404,0.00144,1.243,56.3,56,53.63758214,19.9,78.70088066,4.52,-6.908754779,3.039749159,14.41159658,2.667228207,7.16729826
2011,CRKP,Klebsiella pneumoniae,Carbapenems,0.038,52,2,Middle East and North Africa,C030,16.1,20.1,8.47417604,1916000,35.55555555,1300.8375,94.141,14.6,398,0.0396,0.0229,1.013,61.2,56,53.63758214,21.6,89.8437378,4.38,-3.206491766,3.117949906,14.46575076,2.747270914,7.171532007
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.036,56,2,Middle East and North Africa,C030,16.4,20.6,8.42783726,2007000,34.35980551,1312.5875,94.211,12.6,327.2,0.0378,0.045,1.44,55.4,57,53.63758214,20.8,94.8437378,4.71,-3.261210189,3.08190997,14.51215213,2.610069793,7.180517223
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.06,67,4,Middle East and North Africa,C030,16.5,20.5,8.566196154,2013000,32.29629629,1331.146875,94.279,12.2,372.8,0.0527,0.146,1.343,60,56,53.63758214,22.2,95.41516637,4.78,-2.736069275,3.144152279,14.5151372,2.58021683,7.194547112
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.091,99,9,Middle East and North Africa,C030,16.8,20.8,9.19364819,2162000,38.37570884,1357.99375,94.347,11.8,356.8,0.0568,0.149,1.507,59.7,55,53.63758214,22.4,95.55802351,4.59,-2.291656022,3.152736022,14.58654474,2.549445171,7.214499815
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.045,88,4,Middle East and North Africa,C030,16.6,20.5,9.00611281,2383000,39.15506591,1390.790625,94.414,13,395.3,0.0669,0.3,1.403,58,56,53.63758214,21.2,93.70088066,4.59,-3.034116517,3.100092289,14.68387118,2.63905733,7.238346417
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.059,102,6,Middle East and North Africa,C030,16.8,20.8,9.064408498,2592000,36.97175687,1422.9875,94.48,11.7,309.9,0.0472,0.13,1.748,54.6,55,53.63758214,20.9,93.8437378,4.67,-2.753660712,3.086486637,14.76794072,2.541601993,7.261216314
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.103,117,12,Middle East and North Africa,C030,16.4,20.4,8.873890727,2944000,37.10299922,1462.496875,94.546,11.3,330.4,0.058,0.171,1.224,51.3,56,53.63758214,22.6,92.27230923,4.49,-2.155779169,3.161246712,14.8952801,2.509599262,7.288583971
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.154,136,21,Middle East and North Africa,C030,16.7,20.5,8.727278806,3232000,36.50588917,1514.46875,94.612,12.4,380.4,0.0805,0.305,1.441,58.7,54,53.63758214,20.9,95.70088066,4.49,-1.698275578,3.086486637,14.98861201,2.595254707,7.323480076
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.078,129,10,Middle East and North Africa,C030,16.8,20.5,9.091326451,3519000,37.48115923,1575.19375,94.678,12.1,391.1,0.0469,0.0956,1.29,60.1,54,53.63758214,20.81052632,96.12945208,4.49,-2.458181382,3.082392712,15.0736877,2.57261223,7.362768201
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.076,132,10,Middle East and North Africa,C030,16.8,20.6,10.44980927,718000,33.307595,1610.4125,94.744,10.4,333.9,0.0625,0.288,1.643,56.5,53,53.63758214,20.81052632,96.55802351,4.49,-2.485988316,3.082392712,13.48422624,2.433613355,7.384866403
