year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD
2018,CREC,Escherichia coli,Carbapenems,0.02,150,3,Europe and Central Asia,C010,15.3,20.0,6.87202797,4024000.0,57.6060703,131.9081169,66.81,15.9,570.8,0.0192,0.0,2.282,75.7,59.0,53.63758214,28.3,93.98659494,3.4
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,92,0,Europe and Central Asia,C010,14.7,19.4,6.727328208,4117000.0,44.11381188,132.9909091,66.805,16.4,654.9,0.0547,0.000336,2.082,81.4,58.0,53.63758214,27.67393508,91.70088066,3.4
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,114,0,Europe and Central Asia,C010,14.9,19.7,7.770263086,4117000.0,21.48819168,133.9325758,66.821,16.8,494.5,0.0369,0.000626,1.989,73.7,57.0,53.63758214,27.3257806,91.70088066,3.4
2021,CREC,Escherichia coli,Carbapenems,0.01,192,2,Europe and Central Asia,C010,15.0,19.8,11.67848438,4115023.436,5.326565412,134.6177633,66.85783383,16.4,425.6,0.0165,0.000336,1.582,63.2,53.0,53.63758214,27.13217202,96.55763015,3.403816527
2022,CREC,Escherichia coli,Carbapenems,0.009,212,2,Europe and Central Asia,C010,14.5,19.3,19.99791657,4199070.307,32.48282651,134.9381383,66.91550149,21.3,463.1,0.022,0.00024,2.209,69.5,52.0,53.63758214,27.02450635,97.1161721,3.411449582
2001,CREC,Escherichia coli,Carbapenems,2.22e-18,182,0,Europe and Central Asia,C011,3.8,8.0,5.852994136,20108000.0,12.551883,132.2195548,73.877,22.2,759.7,0.0257,0.14,1.161,176.9,39.0,53.63758214,15.9,94.41417377,7.77
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,87,0,Europe and Central Asia,C011,3.5,7.8,6.348552112,24747000.0,14.77374362,132.1669169,73.602,23.4,702.7,0.0268,0.133,0.335,164.3,43.0,53.63758214,16.7,97.57142857,7.57
2006,CREC,Escherichia coli,Carbapenems,2.22e-18,46,0,Europe and Central Asia,C011,3.9,8.4,6.173442118,25102000.0,14.49705002,132.5424595,73.533,24.1,668.1,0.0268,0.132,0.622,149.3,48.0,53.63758214,15.4,97.85714286,7.45
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,887,0,Europe and Central Asia,C011,4.7,9.1,6.011055055,22625000.0,16.20757647,133.3181618,73.463,17.5,734.5,0.0219,0.0986,0.814,172.4,52.0,53.63758214,15.9,98.71428571,7.33
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,2113,0,Europe and Central Asia,C011,4.6,9.0,6.355452294,21850000.0,19.00500706,134.4459218,73.394,17.9,629.5,0.0202,0.115,1.031,159.1,52.0,53.63758214,16.3,98.57142857,7.21
2009,CREC,Escherichia coli,Carbapenems,2.22e-18,1676,0,Europe and Central Asia,C011,4.3,8.6,7.261352467,23285000.0,17.11661645,135.214086,73.324,19.3,746.4,0.024,0.132,0.983,179.9,49.0,53.63758214,16.6,98.57142857,7.14
2010,CREC,Escherichia coli,Carbapenems,0.01,1647,16,Europe and Central Asia,C011,3.1,7.3,6.883754067,21941000.0,16.87223313,135.6261815,73.255,21.7,867.4,0.0379,0.158,2.03,178.2,46.0,53.63758214,15.9,97.41516637,7.3
2011,CREC,Escherichia coli,Carbapenems,0.01,1675,17,Europe and Central Asia,C011,4.2,8.8,6.93400849,22810000.0,16.30564748,135.9068756,73.185,20.6,594.8,0.0175,0.127,0.715,133.9,44.0,53.63758214,16.4,97.41516637,7.06
2012,CREC,Escherichia coli,Carbapenems,0.01,1729,17,Europe and Central Asia,C011,4.0,8.6,6.982134285,25750000.0,16.4556052,136.0971773,73.197,18.5,664.1,0.0204,0.0887,0.97,162.0,49.0,53.63758214,15.6,97.55802351,6.93
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,1733,0,Europe and Central Asia,C011,4.1,8.2,7.721134505,26332000.0,16.59399514,136.1599586,73.29,19.3,728.7,0.0285,0.157,1.238,167.6,48.0,53.63758214,17.0,97.55802351,6.7
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,1702,0,Europe and Central Asia,C011,5.4,9.7,7.606114523,27166000.0,17.42986354,136.30338,73.384,18.7,718.0,0.0236,0.0911,1.048,157.1,51.0,53.63758214,18.0,96.98659494,6.68
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,1471,0,Europe and Central Asia,C011,5.1,9.6,7.201730272,29604000.0,17.76703771,136.589289,73.477,16.8,555.4,0.0138,0.0958,1.139,139.7,56.0,53.63758214,19.1,96.55802351,6.67
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,1483,0,Europe and Central Asia,C011,4.7,9.0,7.11495939,32519000.0,18.12168272,136.8518586,73.57,16.6,719.2,0.0218,0.0885,1.493,166.4,55.0,53.63758214,18.1,94.98659494,6.66
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,1431,0,Europe and Central Asia,C011,4.5,8.9,7.391612164,34701000.0,15.95528363,137.2158788,73.675,16.5,704.4,0.0222,0.0984,0.776,176.5,57.0,53.63758214,18.5,93.55802351,6.63
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,1752,0,Europe and Central Asia,C011,5.2,9.8,7.484474294,36268000.0,15.46120294,137.6755343,73.792,17.7,556.4,0.0124,0.085,2.119,129.9,59.0,53.63758214,18.6,93.55802351,6.62
2019,CREC,Escherichia coli,Carbapenems,0.01,1606,16,Europe and Central Asia,C011,5.1,9.8,7.385227869,37202000.0,15.33059693,138.2268103,73.921,13.4,615.0,0.0176,0.0611,1.524,154.6,56.0,53.63758214,18.80141289,93.8437378,6.62
2020,CREC,Escherichia coli,Carbapenems,0.01,262,3,Europe and Central Asia,C011,5.1,9.6,8.980351782,37202000.0,12.583318,138.5759288,74.061,12.8,712.3,0.0246,0.0741,1.668,157.0,54.0,53.63758214,18.99914548,94.12945208,6.62
2001,CREC,Escherichia coli,Carbapenems,2.22e-18,37,0,Europe and Central Asia,C017,5.2,9.1,9.929691707,17861000.0,21.82748653,236.0273001,75.17,15.2,789.6,0.0272,0.243,1.286,193.4,74.0,53.63758214,15.7,90.94128557,9.01
2002,CREC,Escherichia coli,Carbapenems,2.22e-18,146,0,Europe and Central Asia,C017,5.8,9.7,10.18960924,17969000.0,22.17834344,236.4515708,75.374,16.1,889.3,0.0425,0.322,1.06,182.1,73.0,53.63758214,15.9,90.27230923,8.87
2003,CREC,Escherichia coli,Carbapenems,2.22e-18,210,0,Europe and Central Asia,C017,5.0,9.5,10.40117211,18399000.0,22.59224162,236.6164273,75.577,16.9,555.9,0.0126,0.2,0.239,142.8,77.0,53.63758214,16.9,91.98659494,8.74
2004,CREC,Escherichia coli,Carbapenems,0.007,720,5,Europe and Central Asia,C017,5.1,9.1,10.14407934,20137000.0,24.1065361,236.5921954,75.779,15.3,720.1,0.0216,0.103,0.923,181.3,82.0,53.63758214,16.1,92.70088066,8.58
2005,CREC,Escherichia coli,Carbapenems,0.002,808,2,Europe and Central Asia,C017,5.2,9.2,10.30761175,21500000.0,24.32530937,236.4646806,75.98,15.1,702.6,0.0231,0.168,0.542,173.2,82.0,53.63758214,17.5,93.12945208,8.47
2006,CREC,Escherichia coli,Carbapenems,0.001,743,1,Europe and Central Asia,C017,5.7,9.8,10.1730123,23569000.0,24.76359143,236.2251979,76.179,16.5,680.9,0.0233,0.143,1.277,161.1,80.0,53.63758214,15.8,92.27230923,8.3
2007,CREC,Escherichia coli,Carbapenems,0.002,954,2,Europe and Central Asia,C017,6.1,10.1,10.04413136,24421000.0,24.83541502,235.9433619,76.378,13.8,874.0,0.0331,0.185,0.908,195.2,78.0,53.63758214,16.3,92.8437378,8.24
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,1589,0,Europe and Central Asia,C017,5.7,9.8,10.23785344,24884000.0,24.72610401,235.5221782,76.575,14.4,704.2,0.0221,0.218,0.699,178.9,79.0,53.63758214,16.4,92.98659494,8.21
2009,CREC,Escherichia coli,Carbapenems,2.22e-18,2727,0,Europe and Central Asia,C017,5.4,9.5,11.22409039,24220000.0,24.34755083,234.9396374,76.771,15.4,732.4,0.0248,0.161,0.714,187.1,80.0,53.63758214,17.3,93.27230923,8.24
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,2931,0,Europe and Central Asia,C017,4.2,8.1,11.09305836,26875000.0,24.3104757,234.6069082,76.966,15.9,775.0,0.0294,0.189,2.486,180.9,79.0,53.63758214,16.9,92.98659494,8.25
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,3593,0,Europe and Central Asia,C017,5.7,9.9,10.78559602,28374000.0,24.58692844,230.3046333,77.16,15.5,669.4,0.0236,0.204,0.432,156.3,80.0,53.63758214,17.2,92.70088066,8.38
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,4184,0,Europe and Central Asia,C017,5.2,9.4,10.86672294,30411000.0,24.56152126,230.7506255,77.17,13.0,704.2,0.0253,0.183,1.22,186.3,79.0,53.63758214,15.7,92.70088066,8.34
2013,CREC,Escherichia coli,Carbapenems,0.001,5333,5,Europe and Central Asia,C017,5.2,9.0,11.01513219,31545000.0,23.58071964,231.1557126,77.18,13.5,720.4,0.029,0.23,1.401,176.4,78.0,53.63758214,17.1,92.12945208,8.28
2014,CREC,Escherichia coli,Carbapenems,0.001,6247,6,Europe and Central Asia,C017,6.6,10.6,11.05153939,32999000.0,22.98406717,232.1080539,77.19,13.5,700.0,0.0246,0.175,1.277,172.9,79.0,53.63758214,17.3,91.98659494,8.23
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,9032,0,Europe and Central Asia,C017,6.0,10.2,11.25123199,34970000.0,23.04162579,234.1529869,77.2,12.1,650.4,0.02,0.181,1.78,167.1,81.0,53.63758214,17.2,91.8437378,8.13
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,17196,0,Europe and Central Asia,C017,5.8,9.8,11.25628352,35555000.0,22.71025861,235.7129294,77.224,11.8,688.2,0.0255,0.208,1.365,175.6,81.0,53.63758214,17.0,91.41516637,8.06
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,22940,0,Europe and Central Asia,C017,5.8,9.8,11.34278204,37452000.0,22.4239148,236.5887226,77.261,11.9,808.0,0.0264,0.156,0.809,196.3,81.0,53.63758214,16.5,91.41516637,8.0
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,21957,0,Europe and Central Asia,C017,6.2,10.6,11.48118857,38881000.0,22.74966633,237.2940123,77.312,12.3,550.7,0.0178,0.206,2.51,136.5,80.0,53.63758214,15.8,91.41516637,8.0
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,23391,0,Europe and Central Asia,C017,6.2,10.5,11.35078976,39563000.0,22.83735916,237.8229543,77.376,10.0,661.6,0.0218,0.104,1.753,174.2,80.0,53.63758214,16.53684211,91.41516637,8.0
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,28458,0,Europe and Central Asia,C017,6.4,10.8,12.4497765,12449000.0,21.55996341,238.0173188,77.453,9.1,648.6,0.0197,0.157,2.006,159.4,80.0,53.63758214,16.53684211,91.41516637,8.0
2021,CREC,Escherichia coli,Carbapenems,2.22e-18,29015,0,Europe and Central Asia,C017,5.4,9.5,16.38160417,71072269.92,17.79494803,237.7191191,77.54310933,9.9,753.7,0.0339,0.161,1.65,177.7,80.0,53.63758214,16.53684211,92.09593856,8.005502107
2022,CREC,Escherichia coli,Carbapenems,2.22e-18,31662,0,Europe and Central Asia,C017,6.4,10.7,24.64446366,238049809.8,10.41528314,236.7701254,77.646328,9.6,595.1,0.0211,0.165,1.51,157.0,79.0,53.63758214,16.53684211,92.10688961,8.01650632
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,402,0,Europe and Central Asia,C012,5.4,8.6,9.104054409,26927000.0,16.25593896,135.4858,85.856,10.8,615.6,0.0206,0.0353,0.752,164.9,95.0,53.63758214,15.8,91.56460355,3.86
2006,CREC,Escherichia coli,Carbapenems,0.006,165,1,Europe and Central Asia,C012,6.0,9.2,9.185966042,26936000.0,16.12974333,135.9318,86.098,12.1,756.9,0.021,0.0227,0.957,172.1,95.0,53.63758214,16.3,90.85031784,3.79
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,363,0,Europe and Central Asia,C012,6.2,9.3,9.348544026,27138000.0,16.29170521,136.53595,86.293,10.8,823.5,0.0207,0.027,2.175,187.9,94.0,53.63758214,17.0,87.70746069,3.69
2008,CREC,Escherichia coli,Carbapenems,0.001,1941,2,Europe and Central Asia,C012,6.2,9.4,9.542314346,26870000.0,15.98013353,137.340525,86.487,10.6,741.3,0.0198,0.0238,1.654,180.1,93.0,53.63758214,16.7,87.70746069,3.57
2009,CREC,Escherichia coli,Carbapenems,2.22e-18,1495,0,Europe and Central Asia,C012,5.5,8.7,10.69676076,26571000.0,15.54124258,138.077375,86.654,11.5,693.8,0.0144,0.0214,1.435,175.5,93.0,53.63758214,16.7,87.42174641,3.49
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,2011,0,Europe and Central Asia,C012,3.7,6.9,10.63310056,26730000.0,15.73355271,138.692075,86.795,11.4,729.4,0.0221,0.0347,0.425,164.2,93.0,53.63758214,17.5,87.99317498,3.5
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,2265,0,Europe and Central Asia,C012,5.8,8.9,10.4256399,25811000.0,16.0640059,139.2643,86.957,13.5,789.7,0.0167,0.0259,1.054,161.2,94.0,53.63758214,18.3,88.85031784,3.13
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,2865,0,Europe and Central Asia,C012,5.1,8.3,10.54281723,26402000.0,15.63349608,139.7893,87.142,9.7,754.5,0.0432,0.0265,1.596,184.6,90.0,53.63758214,17.4,90.70746069,3.13
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,2832,0,Europe and Central Asia,C012,5.2,8.4,10.35184285,26516000.0,15.53842377,140.3733,87.292,9.3,661.4,0.0145,0.0246,0.797,164.5,91.0,53.63758214,17.5,90.42174641,3.07
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,3946,0,Europe and Central Asia,C012,6.9,10.0,10.33893402,28070000.0,15.55640592,141.086875,87.41,11.1,804.0,0.0209,0.0247,2.527,174.7,92.0,53.63758214,17.1,90.27888926,2.69
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,4046,0,Europe and Central Asia,C012,6.0,9.2,10.38755834,28209000.0,15.74458883,142.087075,87.526,9.2,810.9,0.0189,0.0201,2.141,178.7,91.0,53.63758214,17.5,89.42174641,2.53
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,4671,0,Europe and Central Asia,C012,5.9,8.9,10.28890878,28692000.0,15.81834884,143.20025,87.642,8.8,647.3,0.02,0.0211,2.1,165.7,90.0,53.63758214,17.0,90.99317498,2.6
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,5117,0,Europe and Central Asia,C012,5.8,8.8,10.12673161,30736000.0,16.04328751,144.1245,87.757,8.6,907.6,0.0185,0.0222,1.616,188.6,88.0,53.63758214,16.2,93.56460355,2.61
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,4640,0,Europe and Central Asia,C012,6.0,9.4,10.11938016,30801000.0,16.25019074,144.8409,87.874,10.4,573.4,0.02,0.0244,2.672,148.2,88.0,53.63758214,15.6,93.13603212,2.43
2019,CREC,Escherichia coli,Carbapenems,0.001,5577,6,Europe and Central Asia,C012,6.3,9.5,9.931276216,33093000.0,16.29055653,145.36055,87.994,9.1,811.8,0.0205,0.0233,2.561,183.3,87.0,53.63758214,15.18374347,93.27888926,2.6
2020,CREC,Escherichia coli,Carbapenems,0.002,5840,12,Europe and Central Asia,C012,6.7,9.9,10.43941416,15595000.0,15.14255853,145.7851,88.116,7.6,710.1,0.029,0.0241,2.361,167.9,88.0,53.63758214,14.76748694,92.99317498,2.6
2021,CREC,Escherichia coli,Carbapenems,0.001,5845,6,Europe and Central Asia,C012,5.6,8.7,12.59812978,45329299.97,11.73207707,146.2220571,88.23892788,7.9,700.5,0.0359,0.03,1.321,158.1,88.0,53.63758214,14.35123042,91.13626567,1.840584912
2022,CREC,Escherichia coli,Carbapenems,2.22e-18,5580,0,Europe and Central Asia,C012,6.2,9.5,17.28441745,171696899.9,5.037285814,146.7730713,88.36178363,8.3,619.7,0.03,0.0324,2.394,160.2,90.0,53.63758214,13.93497389,91.15318063,0.198245265
2001,CREC,Escherichia coli,Carbapenems,0.001,1054,1,Europe and Central Asia,C047,8.8,14.1,6.798429352,75564000.0,28.97069049,81.94337639,76.343,13.2,717.6,0.0622,0.0992,0.516,137.2,70.0,53.63758214,25.1,91.369857,3.58
2002,CREC,Escherichia coli,Carbapenems,2.22e-18,1460,0,Europe and Central Asia,C047,8.8,14.1,6.86620027,79313000.0,28.95956407,83.02251924,76.533,13.4,732.3,0.0498,0.0328,0.453,135.4,71.0,53.63758214,24.5,92.22699986,3.53
2003,CREC,Escherichia coli,Carbapenems,2.22e-18,1995,0,Europe and Central Asia,C047,9.1,14.5,7.627940103,82326000.0,28.89610328,84.50881393,76.778,13.6,603.5,0.0555,0.0645,0.791,121.9,69.0,53.63758214,24.6,92.51271414,3.44
2004,CREC,Escherichia coli,Carbapenems,2.22e-18,3055,0,Europe and Central Asia,C047,8.6,14.0,7.725785951,85981000.0,28.65038672,85.98480508,77.022,14.3,476.9,0.0357,0.0511,0.874,100.8,71.0,53.63758214,24.9,95.12945208,3.4
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,2759,0,Europe and Central Asia,C047,8.2,13.8,7.795639878,92563000.0,28.44458174,87.4654972,77.263,13.5,643.7,0.0259,0.0246,1.031,126.0,70.0,53.63758214,25.4,94.70088066,3.34
2006,CREC,Escherichia coli,Carbapenems,2.22e-18,3096,0,Europe and Central Asia,C047,9.2,14.6,7.898480663,96152000.0,27.90028036,88.97614934,77.502,14.2,595.4,0.0496,0.0392,0.361,122.3,68.0,53.63758214,24.2,95.98659494,3.29
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,3267,0,Europe and Central Asia,C047,8.4,13.9,7.995819013,98907000.0,27.69695279,90.61490052,77.74,14.1,692.6,0.0314,0.042,0.721,134.5,67.0,53.63758214,26.0,95.12945208,3.25
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,3334,0,Europe and Central Asia,C047,8.5,13.9,8.43460016,97670000.0,26.71599737,92.12932237,77.976,12.5,625.3,0.0418,0.0305,0.575,127.5,65.0,53.63758214,25.4,95.70088066,3.2
2009,CREC,Escherichia coli,Carbapenems,2.22e-18,3542,0,Europe and Central Asia,C047,9.0,14.5,9.131900063,91899000.0,24.92775412,92.97506517,78.21,13.0,815.1,0.048,0.0372,0.662,152.3,61.0,53.63758214,24.1,94.55802351,3.16
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,5696,0,Europe and Central Asia,C047,8.4,13.8,9.137086253,93744000.0,25.55512649,93.15193096,78.442,11.6,553.5,0.0645,0.0656,1.083,118.9,61.0,53.63758214,23.2,94.98659494,3.11
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,5593,0,Europe and Central Asia,C047,9.0,14.6,9.18280757,99187000.0,26.51604475,93.50783588,78.673,12.2,538.7,0.0348,0.0428,0.446,109.8,62.0,53.63758214,24.7,95.12945208,3.05
2012,CREC,Escherichia coli,Carbapenems,0.001,5670,6,Europe and Central Asia,C047,8.5,14.1,9.14532402,98128000.0,27.89189567,93.50683713,78.902,11.7,701.3,0.0353,0.0216,0.508,136.3,65.0,53.63758214,24.3,94.41516637,2.99
2013,CREC,Escherichia coli,Carbapenems,0.007,5921,41,Europe and Central Asia,C047,8.5,13.9,9.043090372,103231000.0,28.99343154,93.2009456,79.133,10.4,649.6,0.0605,0.0739,0.655,132.1,59.0,53.63758214,25.6,94.12945208,2.96
2014,CREC,Escherichia coli,Carbapenems,0.001,5817,6,Europe and Central Asia,C047,9.2,14.8,9.078899707,107144000.0,29.73562422,92.92273645,79.366,10.3,512.0,0.0557,0.0664,0.838,109.6,60.0,53.63758214,27.8,94.98659494,2.97
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,6399,0,Europe and Central Asia,C047,8.9,14.7,9.121246399,109834000.0,28.68404396,92.95268592,79.602,11.9,654.1,0.0325,0.0464,1.3,128.4,58.0,53.63758214,29.1,95.41516637,2.98
2016,CREC,Escherichia coli,Carbapenems,0.001,6794,7,Europe and Central Asia,C047,9.1,14.6,8.955824866,115561000.0,28.44684327,93.04926296,79.84,10.4,490.6,0.0511,0.0617,1.562,109.5,58.0,53.63758214,28.1,95.70088066,2.97
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,6026,0,Europe and Central Asia,C047,9.0,14.8,8.957493115,121717000.0,29.49172613,93.27091015,80.08,11.2,797.9,0.0286,0.0201,1.103,144.3,57.0,53.63758214,27.4,94.27230923,2.97
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,7924,0,Europe and Central Asia,C047,8.9,14.4,9.023779125,124456000.0,29.77552444,93.66979208,80.321,10.6,594.9,0.0601,0.0556,1.016,117.2,58.0,53.63758214,26.9,95.12945208,2.97
2019,CREC,Escherichia coli,Carbapenems,0.019,8346,159,Europe and Central Asia,C047,8.8,14.6,8.877025504,126170000.0,29.38731451,94.3508089,80.565,10.6,632.9,0.0509,0.0475,1.811,129.3,62.0,53.63758214,26.9,94.70088066,2.97
2020,CREC,Escherichia coli,Carbapenems,0.004,7848,31,Europe and Central Asia,C047,9.3,14.9,10.65533975,36410000.0,26.73799188,94.81538375,80.81,10.2,637.4,0.0448,0.0443,0.89,126.9,62.0,53.63758214,26.9,94.27230923,2.97
2021,CREC,Escherichia coli,Carbapenems,0.001,6227,6,Europe and Central Asia,C047,9.0,14.5,16.63369906,240622124.4,20.10450692,94.5294678,81.05372205,10.3,551.9,0.0457,0.0539,0.809,116.0,61.0,53.63758214,26.9,95.87140057,2.96964041
2022,CREC,Escherichia coli,Carbapenems,0.006,9721,58,Europe and Central Asia,C047,9.7,15.4,28.95021092,795375373.1,7.897755182,92.99448418,81.29416616,12.1,1739.2,0.0425,0.0246,1.094,99.2,60.0,53.63758214,26.9,96.0157018,2.968921229
2001,CREC,Escherichia coli,Carbapenems,2.22e-18,35,0,Europe and Central Asia,C014,2.6,6.1,4.763877629,3230000.0,21.99961767,32.7462845,69.242,9.5,744.0,0.00973,0.1,0.656,176.7,56.0,53.63758214,12.3,91.27131663,6.6
2002,CREC,Escherichia coli,Carbapenems,2.22e-18,47,0,Europe and Central Asia,C014,2.5,6.3,4.68915273,3253000.0,23.87481987,32.53951404,69.116,10.6,512.4,0.00788,0.135,0.827,138.3,56.0,53.63758214,11.8,92.69988806,5.98
2003,CREC,Escherichia coli,Carbapenems,2.22e-18,68,0,Europe and Central Asia,C014,2.3,5.8,4.845341395,3378000.0,23.73559129,32.33592828,68.989,9.8,602.1,0.00848,0.0535,0.73,160.7,55.0,53.63758214,10.2,93.12845949,5.73
2004,CREC,Escherichia coli,Carbapenems,2.22e-18,138,0,Europe and Central Asia,C014,2.5,6.1,5.105023003,3378000.0,25.43456544,32.14319415,68.862,9.2,701.7,0.0101,0.088,0.647,181.6,60.0,53.63758214,11.0,85.42857143,5.64
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,112,0,Europe and Central Asia,C014,2.5,6.2,5.039820478,3378000.0,25.5319138,31.95977825,68.735,9.4,619.7,0.00634,0.101,0.511,147.6,64.0,53.63758214,12.5,88.14285714,5.38
2006,CREC,Escherichia coli,Carbapenems,2.22e-18,135,0,Europe and Central Asia,C014,2.8,6.6,4.748945142,3378000.0,24.62085995,31.77188016,68.607,11.0,538.9,0.00737,0.0366,0.726,141.7,67.0,53.63758214,10.7,95.14285714,5.55
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,155,0,Europe and Central Asia,C014,3.1,6.7,4.973579284,3378000.0,24.41262812,31.62727058,68.479,10.6,683.5,0.00926,0.101,0.602,178.3,65.0,53.63758214,11.6,95.71428571,5.48
2008,CREC,Escherichia coli,Carbapenems,0.009,226,2,Europe and Central Asia,C014,4.1,7.3,5.711505997,3828000.0,23.36596207,31.5425808,68.351,9.9,760.7,0.0135,0.156,0.937,190.7,66.0,53.63758214,11.3,95.57142857,5.63
2009,CREC,Escherichia coli,Carbapenems,2.22e-18,240,0,Europe and Central Asia,C014,2.7,6.1,6.542951618,3834000.0,22.46353322,31.48183534,68.223,9.6,689.9,0.00994,0.179,0.921,169.9,66.0,53.63758214,10.4,95.42857143,5.37
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,225,0,Europe and Central Asia,C014,1.3,5.0,6.314848849,4369000.0,23.99957149,31.41012031,68.094,10.6,723.6,0.013,0.183,2.325,178.3,65.0,53.63758214,10.6,94.71428571,5.27
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,233,0,Europe and Central Asia,C014,3.3,6.9,5.809582138,4907000.0,23.58578053,31.31490918,67.965,8.7,661.8,0.00982,0.135,0.629,168.2,64.0,53.63758214,11.1,94.42857143,5.36
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,252,0,Europe and Central Asia,C014,2.2,5.7,5.822571254,5007000.0,23.47876115,31.20301958,67.974,8.8,830.8,0.0143,0.192,0.939,194.7,64.0,53.63758214,11.4,94.42857143,5.53
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,283,0,Europe and Central Asia,C014,3.1,6.8,6.006751657,5737000.0,24.49463773,30.31969174,68.122,8.6,580.2,0.00855,0.14,1.049,160.2,68.0,53.63758214,10.9,93.85714286,5.01
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,254,0,Europe and Central Asia,C014,3.5,7.0,6.355839835,5804000.0,25.25321102,30.24028065,68.269,9.5,615.7,0.00683,0.0863,1.254,163.3,69.0,53.63758214,11.8,93.28571429,5.01
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,219,0,Europe and Central Asia,C014,4.0,7.4,6.644062672,5696000.0,25.37296867,30.26011042,68.416,7.4,571.7,0.00717,0.0697,1.211,173.5,70.0,53.63758214,12.5,92.85714286,4.96
