year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,433,0,Europe and Central Asia,C027,5.8,11.3,5.184640622,1046000.0,13.83812166,231.6353721,90.727,23.7,649.9,0.216,0.148,1.647,113.4,82.0,53.63758214,23.9,95.12945208,4.66
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,424,0,Europe and Central Asia,C027,6.8,11.9,5.332025768,1018000.0,13.66654722,236.1466094,90.981,25.2,611.9,0.267,0.332,2.468,121.6,81.0,53.63758214,24.5,95.98659494,4.51
2019,CREC,Escherichia coli,Carbapenems,0.006,492,3,Europe and Central Asia,C027,6.8,12.1,5.394198879,1041000.0,12.79630443,240.827591,91.223,23.3,637.7,0.23,0.224,2.155,125.1,80.0,53.63758214,25.05680544,95.98659494,4.26
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,428,0,Europe and Central Asia,C027,6.4,11.8,5.702450505,525000.0,11.45015848,244.8742649,91.453,22.0,631.6,0.225,0.26,2.632,108.4,80.0,53.63758214,25.53112543,95.98659494,4.26
2021,CREC,Escherichia coli,Carbapenems,2.22e-18,354,0,Europe and Central Asia,C027,6.4,11.5,6.619717604,1160021.675,9.949871958,247.3086636,91.67094913,21.8,703.0,0.158,0.156,1.158,123.9,81.0,53.63758214,26.00544542,96.22558878,4.887643957
2022,CREC,Escherichia coli,Carbapenems,2.22e-18,469,0,Europe and Central Asia,C027,6.4,11.8,8.477290726,4604065.025,8.518210053,247.3267351,91.8768474,22.2,578.6,0.234,0.223,2.926,108.3,77.0,53.63758214,26.47976541,96.39500009,6.49293187
2006,CREC,Escherichia coli,Carbapenems,2.22e-18,58,0,Europe and Central Asia,C025,11.5,16.6,5.680847593,4649000.0,38.46440041,35.6494287,67.967,28.9,618.0,0.0708,0.0132,1.087,74.0,47.0,53.63758214,12.8,96.28571429,7.85
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,74,0,Europe and Central Asia,C025,11.8,16.9,5.491639549,5209000.0,39.03608801,35.35965096,67.9,29.0,604.9,0.0716,0.00836,2.206,76.0,48.0,53.63758214,11.9,94.42857143,7.83
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,85,0,Europe and Central Asia,C025,11.9,17.1,5.547865065,5496000.0,39.57440101,34.98998827,67.834,28.5,449.5,0.0441,0.00421,2.403,66.2,50.0,53.63758214,11.9,94.28571429,7.77
2009,CREC,Escherichia coli,Carbapenems,0.024,85,2,Europe and Central Asia,C025,12.2,17.1,6.037609535,4727000.0,39.87232346,34.41703762,67.814,27.8,720.2,0.0771,0.00762,1.524,77.3,45.0,53.63758214,14.7,93.42857143,6.74
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,96,0,Europe and Central Asia,C025,13.3,18.4,6.03148983,5042000.0,39.80853991,33.70811706,67.841,31.7,523.8,0.0545,0.00291,0.704,62.3,43.0,53.63758214,14.0,92.14285714,5.68
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,131,0,Europe and Central Asia,C025,11.7,16.5,5.682865451,5538000.0,36.50257022,33.09992447,67.869,28.2,791.9,0.0753,0.00785,1.151,82.9,42.0,53.63758214,16.4,91.57142857,5.88
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,153,0,Europe and Central Asia,C025,12.5,17.3,5.382721158,5569000.0,39.65217343,32.69190223,67.897,27.6,918.4,0.132,0.035,1.408,83.3,49.0,53.63758214,15.0,91.14285714,5.89
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,135,0,Europe and Central Asia,C025,12.2,17.2,5.378871806,5822000.0,39.98590628,32.34362897,67.925,29.3,660.5,0.0766,0.027,1.082,68.1,53.0,53.63758214,15.5,94.0,5.8
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,182,0,Europe and Central Asia,C025,12.4,17.3,5.442415043,6246000.0,40.32760276,32.04046475,67.952,27.3,584.2,0.0424,0.00234,2.33,68.0,55.0,53.63758214,18.2,92.0,5.66
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,192,0,Europe and Central Asia,C025,12.0,16.9,5.627725637,6842000.0,41.34373641,31.77924374,67.98,30.6,714.7,0.0782,0.00138,2.166,77.1,55.0,53.63758214,21.7,93.85714286,5.69
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,246,0,Europe and Central Asia,C025,12.4,17.4,6.103910544,6797000.0,44.11512432,31.49014094,68.021,27.9,684.2,0.0592,0.00135,1.946,74.7,57.0,53.63758214,24.2,95.71428571,5.72
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,203,0,Europe and Central Asia,C025,12.0,17.1,5.941352096,7726000.0,42.67061891,31.21230334,68.075,29.1,435.1,0.043,0.000128,1.503,61.0,58.0,53.63758214,24.0,96.14285714,5.57
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,346,0,Europe and Central Asia,C025,13.1,17.9,6.165637053,7775000.0,40.1193941,30.97006123,68.142,30.0,813.5,0.0691,0.00106,2.36,84.5,58.0,53.63758214,21.2,95.85714286,5.49
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,439,0,Europe and Central Asia,C025,12.5,17.3,6.390328075,8342000.0,39.87717078,30.75549199,68.222,30.8,886.1,0.1,0.00791,2.462,84.7,56.0,53.63758214,21.2,98.14285714,5.49
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,378,0,Europe and Central Asia,C025,12.6,17.5,7.060352164,3204000.0,36.39155526,30.53911297,68.315,28.8,828.3,0.0899,0.00684,3.55,83.4,57.0,53.63758214,21.2,98.28571429,5.49
2021,CREC,Escherichia coli,Carbapenems,2.22e-18,393,0,Europe and Central Asia,C025,12.6,17.6,8.698283235,14359885.36,23.64295612,30.29051448,68.42101581,28.2,644.6,0.0711,0.00218,1.987,71.0,59.0,53.63758214,21.2,95.07006803,5.410163575
2022,CREC,Escherichia coli,Carbapenems,2.22e-18,481,0,Europe and Central Asia,C025,12.3,17.1,11.74904829,50572656.07,3.921020324,29.98021388,68.54004743,31.3,678.2,0.0663,0.00266,1.953,73.5,59.0,53.63758214,21.2,95.07210884,5.170490726
2006,CREC,Escherichia coli,Carbapenems,0.02,49,1,Latin America and the Caribbean,C031,14.4,21.8,5.655255156,97701000.0,57.17290909,54.98433087,76.616,18.4,796.4,0.00785,0.0164,0.93,62.8,33.0,90.65382877,8.4,96.85714286,1.02
2007,CREC,Escherichia coli,Carbapenems,0.02,43,1,Latin America and the Caribbean,C031,14.2,21.5,5.766445003,93582000.0,56.18167821,55.71283881,76.92,18.6,763.4,0.00446,0.00501,0.503,61.4,35.0,90.65382877,8.5,96.0,1.06
2008,CREC,Escherichia coli,Carbapenems,0.02,53,1,Latin America and the Caribbean,C031,14.0,21.5,5.698869862,92948000.0,54.08642023,56.42351346,77.222,18.0,776.1,0.0163,0.0031,0.558,59.5,36.0,90.65382877,8.7,96.28571429,1.03
2009,CREC,Escherichia coli,Carbapenems,0.07,45,3,Latin America and the Caribbean,C031,14.5,21.9,6.129784253,88044000.0,53.33153018,57.12566064,77.52,17.8,669.5,0.00383,0.00471,1.053,59.2,33.0,90.65382877,8.4,95.28571429,1.02
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,72,0,Latin America and the Caribbean,C031,13.7,21.2,5.736888772,81953000.0,49.78125412,57.88852645,77.815,16.6,805.3,0.0136,0.00871,0.306,60.1,31.0,90.65383324,8.7,94.57142857,1.05
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,65,0,Latin America and the Caribbean,C031,14.2,22.0,5.518836074,75732000.0,47.19611711,58.72089354,78.111,18.7,682.7,0.00442,0.0132,1.026,55.2,30.0,90.65382861,8.3,97.57142857,1.04
2012,CREC,Escherichia coli,Carbapenems,0.02,64,1,Latin America and the Caribbean,C031,14.6,22.1,5.665220974,76749000.0,46.91787908,59.54675223,78.405,17.6,697.2,0.00456,0.00434,0.948,59.0,34.0,90.65383302,8.0,98.0,1.03
2013,CREC,Escherichia coli,Carbapenems,0.05,73,4,Latin America and the Caribbean,C031,14.2,21.6,5.809236261,78100000.0,46.24883804,60.33626688,78.699,18.3,906.7,0.0183,0.00779,0.798,67.0,34.0,90.65382872,8.0,83.85714286,1.03
2014,CREC,Escherichia coli,Carbapenems,0.02,44,1,Latin America and the Caribbean,C031,14.4,21.8,5.553409686,81042000.0,47.91829998,61.08999048,78.993,16.7,845.3,0.00787,0.0101,0.911,64.8,35.0,91.0190514,7.4,90.42857143,1.03
2015,CREC,Escherichia coli,Carbapenems,0.02,64,1,Latin America and the Caribbean,C031,14.7,22.0,5.722774142,87129000.0,47.79903108,61.80709226,79.285,17.8,740.6,0.0047,0.00547,1.141,63.7,35.0,91.38427523,7.2,89.71428571,1.0
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,48,0,Europe and Central Asia,C034,-0.8,2.8,6.597246083,405.0,34.08315563,81.84107851,57.189,7.0,1146.9,0.104,0.386,0.791,215.0,44.0,53.63758214,15.6,97.0,4.45
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,56,0,Europe and Central Asia,C034,0.6,3.8,6.176937067,425000.0,35.30369975,81.97743854,57.284,7.1,1112.8,0.0605,0.358,2.412,198.0,45.0,53.63758214,15.8,95.71428571,4.4
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,56,0,Europe and Central Asia,C034,0.2,3.4,6.228739265,486000.0,34.68751103,82.08667724,57.408,6.2,1341.0,0.0713,0.459,1.781,232.2,42.0,53.63758214,15.2,91.42857143,4.39
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,64,0,Europe and Central Asia,C034,0.0,3.1,6.265457345,510000.0,35.62252546,82.17644726,57.563,6.3,1125.1,0.0554,0.429,1.718,210.8,37.0,53.63758214,14.3,93.14285714,4.37
2018,CREC,Escherichia coli,Carbapenems,0.04,54,2,Europe and Central Asia,C034,-0.4,3.0,6.343072696,707000.0,41.80876448,82.3242268,57.963,6.6,1088.2,0.0642,0.429,1.485,206.9,37.0,53.63758214,12.9,90.0,4.28
2019,CREC,Escherichia coli,Carbapenems,0.01,82,1,Europe and Central Asia,C034,-0.5,2.7,6.763670786,758000.0,39.75192701,82.34314036,58.208,6.1,1253.6,0.0652,0.366,1.208,232.6,35.0,53.63758214,13.00283965,90.0,4.28
2020,CREC,Escherichia coli,Carbapenems,0.02,48,1,Europe and Central Asia,C034,0.7,3.9,7.474848495,118000.0,39.60431829,82.17807296,58.482,5.3,1377.6,0.121,0.456,2.389,235.5,35.0,53.63758214,13.33768203,80.0,4.28
2001,CREC,Escherichia coli,Carbapenems,2.22e-18,64,0,Middle East and North Africa,C030,16.6,20.7,6.597053942,1439000.0,30.99999999,1228.2125,92.641,12.7,272.4,0.0454,0.00977,1.669,51.7,47.0,53.63758214,22.0,86.23357989,7.57
2002,CREC,Escherichia coli,Carbapenems,2.22e-18,74,0,Middle East and North Africa,C030,16.5,20.3,7.365079597,1483000.0,29.59770115,1237.403125,92.905,12.9,311.1,0.0536,0.12,0.942,54.1,46.6,53.63758214,19.5,85.51929418,7.48
2003,CREC,Escherichia coli,Carbapenems,2.22e-18,87,0,Middle East and North Africa,C030,16.6,20.5,7.861612114,1512000.0,30.42328042,1245.56875,93.16,14.5,516.9,0.0562,0.183,1.401,65.3,34.66666667,53.63758214,21.9,77.55802351,7.43
2004,CREC,Escherichia coli,Carbapenems,2.22e-18,90,0,Middle East and North Africa,C030,16.1,20.1,8.051844266,1428000.0,30.4568528,1253.9625,93.407,13.9,333.9,0.059,0.146,0.699,57.7,68.0,53.63758214,22.0,80.12945208,7.46
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,85,0,Middle East and North Africa,C030,16.0,19.8,8.701209838,1484000.0,30.87248322,1261.98125,93.645,12.1,369.7,0.0594,0.204,0.67,60.1,66.0,53.63758214,18.9,84.27230923,7.45
2006,CREC,Escherichia coli,Carbapenems,2.22e-18,94,0,Middle East and North Africa,C030,16.2,20.3,8.817903277,1521000.0,31.72268908,1266.5875,93.784,12.6,432.6,0.054,0.19,0.996,61.6,64.0,53.63758214,20.3,86.70088066,7.57
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,117,0,Middle East and North Africa,C030,16.5,20.4,8.190223866,1723000.0,33.19238901,1271.0125,93.857,15.7,407.1,0.0509,0.154,1.398,61.3,58.0,53.63758214,16.2,78.55802351,7.85
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,124,0,Middle East and North Africa,C030,16.8,20.4,7.893178218,1832000.0,35.24590165,1279.309375,93.929,14.8,277.8,0.0576,0.152,1.271,48.0,58.0,53.63758214,19.2,78.98659494,7.39
2009,CREC,Escherichia coli,Carbapenems,0.013,158,2,Middle East and North Africa,C030,16.7,20.3,7.953298382,1608000.0,35.08064516,1288.990625,94.001,13.6,433.3,0.056,0.155,1.08,57.4,52.0,53.63758214,19.8,80.27230923,4.83
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,192,0,Middle East and North Africa,C030,17.0,20.6,7.961416197,1815000.0,35.42435424,1295.3375,94.072,13.4,326.0,0.0404,0.00144,1.243,56.3,56.0,53.63758214,19.9,78.70088066,4.52
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,219,0,Middle East and North Africa,C030,16.1,20.1,8.47417604,1916000.0,35.55555555,1300.8375,94.141,14.6,398.0,0.0396,0.0229,1.013,61.2,56.0,53.63758214,21.6,89.8437378,4.38
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,209,0,Middle East and North Africa,C030,16.4,20.6,8.42783726,2007000.0,34.35980551,1312.5875,94.211,12.6,327.2,0.0378,0.045,1.44,55.4,57.0,53.63758214,20.8,94.8437378,4.71
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,242,0,Middle East and North Africa,C030,16.5,20.5,8.566196154,2013000.0,32.29629629,1331.146875,94.279,12.2,372.8,0.0527,0.146,1.343,60.0,56.0,53.63758214,22.2,95.41516637,4.78
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,268,0,Middle East and North Africa,C030,16.8,20.8,9.19364819,2162000.0,38.37570884,1357.99375,94.347,11.8,356.8,0.0568,0.149,1.507,59.7,55.0,53.63758214,22.4,95.55802351,4.59
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,238,0,Middle East and North Africa,C030,16.6,20.5,9.00611281,2383000.0,39.15506591,1390.790625,94.414,13.0,395.3,0.0669,0.3,1.403,58.0,56.0,53.63758214,21.2,93.70088066,4.59
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,328,0,Middle East and North Africa,C030,16.8,20.8,9.064408498,2592000.0,36.97175687,1422.9875,94.48,11.7,309.9,0.0472,0.13,1.748,54.6,55.0,53.63758214,20.9,93.8437378,4.67
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,314,0,Middle East and North Africa,C030,16.4,20.4,8.873890727,2944000.0,37.10299922,1462.496875,94.546,11.3,330.4,0.058,0.171,1.224,51.3,56.0,53.63758214,22.6,92.27230923,4.49
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,332,0,Middle East and North Africa,C030,16.7,20.5,8.727278806,3232000.0,36.50588917,1514.46875,94.612,12.4,380.4,0.0805,0.305,1.441,58.7,54.0,53.63758214,20.9,95.70088066,4.49
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,332,0,Middle East and North Africa,C030,16.8,20.5,9.091326451,3519000.0,37.48115923,1575.19375,94.678,12.1,391.1,0.0469,0.0956,1.29,60.1,54.0,53.63758214,20.81052632,96.12945208,4.49
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,277,0,Middle East and North Africa,C030,16.8,20.6,10.44980927,718000.0,33.307595,1610.4125,94.744,10.4,333.9,0.0625,0.288,1.643,56.5,53.0,53.63758214,20.81052632,96.55802351,4.49
2021,CREC,Escherichia coli,Carbapenems,2.22e-18,299,0,Middle East and North Africa,C030,17.2,20.9,13.29051548,8442166.75,16.64155098,1584.242314,94.80999552,12.0,282.2,0.0383,0.0464,2.123,45.8,54.0,53.63758214,20.81052632,96.85382377,4.512850114
2022,CREC,Escherichia coli,Carbapenems,2.22e-18,326,0,Middle East and North Africa,C030,17.1,21.0,18.09722069,27048500.25,19.23818723,1462.423816,94.87598655,11.8,244.0,0.0574,0.233,1.955,45.4,51.0,53.63758214,20.81052632,97.65610945,4.558550341
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,4729,0,East Asia and Pacific,C029,22.7,26.7,3.562673399,25715000.0,46.09438937,91.72061178,72.93,19.2,3047.1,0.0102,0.00379,1.121,233.8,50.0,53.63758214,10.3,97.14285714,1.9
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,5698,0,East Asia and Pacific,C029,22.5,26.6,3.763075545,27437000.0,45.26470601,93.15616801,73.577,20.3,2764.1,0.00714,0.00229,1.199,215.8,52.0,53.63758214,10.4,97.0,1.9
2015,CREC,Escherichia coli,Carbapenems,0.01,5986,60,East Asia and Pacific,C029,22.8,26.8,3.822014265,25721000.0,46.79576746,94.56348501,74.213,24.8,2593.4,0.0133,0.00323,1.372,212.1,50.0,53.63758214,10.5,98.14285714,1.86
2017,CREC,Escherichia coli,Carbapenems,0.01,5886,59,East Asia and Pacific,C029,22.6,26.7,3.714723496,25948000.0,48.25491886,97.32401765,75.447,14.4,3275.2,0.00717,0.00231,1.419,239.3,47.0,53.63758214,10.1,97.85714286,1.88
2018,CREC,Escherichia coli,Carbapenems,0.01,5931,59,East Asia and Pacific,C029,22.5,26.7,3.759328888,25832000.0,48.74312453,98.61290823,76.036,16.1,3189.8,0.0156,0.00679,1.443,235.5,47.0,53.63758214,9.9,97.0,1.88
2019,CREC,Escherichia coli,Carbapenems,0.01,6332,63,East Asia and Pacific,C029,22.8,27.0,3.839366046,26101000.0,47.66547094,99.84483336,76.607,20.9,2543.8,0.0168,0.00613,1.7,212.1,53.0,53.63758214,9.785910888,96.28571429,1.88
2020,CREC,Escherichia coli,Carbapenems,0.01,4919,49,East Asia and Pacific,C029,22.6,26.9,4.116007043,4333000.0,47.23479566,101.0500472,77.16,13.7,2990.2,0.0226,0.0111,1.688,229.4,51.0,53.63758214,9.671821777,95.85714286,1.88
2000,CREC,Escherichia coli,Carbapenems,0.003,692,2,Europe and Central Asia,C032,7.3,10.8,7.735382804,10003000.0,30.95935239,471.7272808,76.795,14.9,877.2,0.179,0.536,0.265,204.9,89.0,53.63758214,9.3,92.23357989,4.92
2001,CREC,Escherichia coli,Carbapenems,0.001,933,1,Europe and Central Asia,C032,6.6,10.2,8.08770841,9500000.0,30.37309782,475.3015403,77.83,14.1,927.8,0.147,0.448,0.572,208.1,88.0,53.63758214,9.3,92.09072275,4.75
2002,CREC,Escherichia coli,Carbapenems,2.22e-18,1576,0,Europe and Central Asia,C032,7.0,10.6,8.672570408,9595000.0,30.01568844,478.3450533,79.113,15.0,912.3,0.175,0.567,0.42,196.0,90.0,53.63758214,9.4,93.85031784,4.69
2003,CREC,Escherichia coli,Carbapenems,2.22e-18,1501,0,Europe and Central Asia,C032,6.2,10.4,9.074415634,9181000.0,29.83657386,480.6072867,80.341,16.3,629.3,0.154,0.487,0.238,152.0,89.0,53.63758214,9.3,94.70746069,4.58
2004,CREC,Escherichia coli,Carbapenems,0.003,1175,4,Europe and Central Asia,C032,6.5,10.2,9.124021631,9646000.0,31.40060554,482.2801836,81.514,14.5,848.6,0.196,0.625,0.033,190.4,87.0,53.63758214,9.2,94.70746069,4.56
2005,CREC,Escherichia coli,Carbapenems,0.001,1395,1,Europe and Central Asia,C032,6.7,10.4,9.104669577,10012000.0,31.58125798,483.4084123,82.63,13.9,812.5,0.127,0.434,0.443,182.2,86.0,53.63758214,10.3,93.13603212,4.5
2006,CREC,Escherichia coli,Carbapenems,2.22e-18,2114,0,Europe and Central Asia,C032,7.1,10.8,9.087745508,10739000.0,33.95440843,484.1854562,83.636,14.5,750.4,0.185,0.57,0.391,172.9,87.0,53.63758214,10.6,93.13603212,4.34
2007,CREC,Escherichia coli,Carbapenems,0.001,1866,2,Europe and Central Asia,C032,7.3,11.0,9.064895386,11008000.0,34.11057393,485.2398104,84.539,14.8,905.2,0.142,0.473,0.237,195.6,90.0,53.63758214,10.8,93.56460355,4.31
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,2218,0,Europe and Central Asia,C032,6.7,10.5,9.299333025,10104000.0,32.41946766,487.1324941,85.402,16.0,844.1,0.164,0.488,0.564,192.1,89.0,53.63758214,10.9,93.70746069,4.27
2009,CREC,Escherichia coli,Carbapenems,2.22e-18,2362,0,Europe and Central Asia,C032,6.5,10.4,10.01985463,9921000.0,31.92985265,490.0796917,86.288,16.0,751.1,0.16,0.514,0.059,188.7,89.0,53.63758214,11.0,93.70746069,4.2
2010,CREC,Escherichia coli,Carbapenems,0.001,4868,5,Europe and Central Asia,C032,5.1,8.9,10.18036736,10883000.0,31.56370358,492.5998814,87.134,15.9,796.1,0.199,0.614,0.598,178.1,88.0,53.63758214,10.9,93.56460355,4.05
2011,CREC,Escherichia coli,Carbapenems,0.001,5425,5,Europe and Central Asia,C032,6.9,10.8,10.25648114,11300000.0,31.60243409,495.0496441,87.879,15.9,763.5,0.178,0.563,0.673,167.3,89.0,53.63758214,11.0,84.27230923,3.84
2012,CREC,Escherichia coli,Carbapenems,0.001,5909,6,Europe and Central Asia,C032,6.3,10.1,10.554492,11680000.0,31.52028599,496.8849941,88.588,12.9,843.9,0.169,0.55,0.125,201.3,84.0,53.63758214,10.9,84.27230923,3.75
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,6658,0,Europe and Central Asia,C032,6.0,9.6,10.59931472,12783000.0,30.96808343,498.7958445,89.187,13.5,719.0,0.181,0.525,0.999,181.0,83.0,53.63758214,10.5,88.55802351,3.61
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,7123,0,Europe and Central Asia,C032,7.7,11.5,10.58946549,13925000.0,32.1529226,500.5938854,89.69,13.3,757.9,0.173,0.542,0.544,180.9,83.0,53.63758214,10.3,94.41516637,3.61
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,7070,0,Europe and Central Asia,C032,6.9,10.8,10.34788194,15007000.0,33.92105114,503.1162162,90.173,12.0,827.3,0.166,0.545,0.568,198.4,87.0,53.63758214,10.4,93.8437378,3.49
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,7245,0,Europe and Central Asia,C032,6.8,10.6,10.32529082,15828000.0,34.4976549,505.8008316,90.635,11.7,773.8,0.189,0.573,1.214,183.1,83.0,53.63758214,10.1,93.27230923,3.41
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,7506,0,Europe and Central Asia,C032,7.1,10.8,10.13776231,17924000.0,35.66086794,508.8,91.077,11.5,868.3,0.162,0.597,0.627,193.5,82.0,53.63758214,9.8,92.41516637,3.28
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,8272,0,Europe and Central Asia,C032,7.1,11.3,10.04941058,18780000.0,34.24496796,511.7797446,91.49,12.1,615.5,0.189,0.563,1.173,153.4,82.0,53.63758214,9.7,91.8437378,3.17
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,7299,0,Europe and Central Asia,C032,7.2,11.2,9.973660595,20129000.0,34.07764988,515.1432729,91.876,10.5,811.8,0.191,0.569,1.118,197.0,82.0,53.63758214,9.722038959,92.55802351,3.17
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,7487,0,Europe and Central Asia,C032,7.5,11.6,11.0539154,7265000.0,31.17578397,518.013068,92.236,9.0,781.6,0.154,0.477,0.912,178.9,82.0,53.63758214,9.741491255,92.55802351,3.17
2021,CREC,Escherichia coli,Carbapenems,2.22e-18,6569,0,Europe and Central Asia,C032,6.6,10.3,14.51231946,35531764.4,20.9840132,519.4246369,92.57070912,10.0,857.3,0.198,0.574,0.982,178.1,82.0,53.63758214,9.758660479,91.23979345,3.049461989
2022,CREC,Escherichia coli,Carbapenems,2.22e-18,7210,0,Europe and Central Asia,C032,7.4,11.6,21.49227581,122967293.2,0.480792151,518.5004627,92.88112736,9.7,694.6,0.202,0.619,1.319,153.0,80.0,53.63758214,9.77381459,91.1515732,2.698385966
2000,CREC,Escherichia coli,Carbapenems,0.002,618,1,Europe and Central Asia,C035,21.6,27.5,7.722664156,3104000.0,18.31750456,12.29579952,76.02,44.9,32.5,0.00017,0.0,0.554,9.1,91.0,53.63758214,15.4,89.70746069,3.8
2001,CREC,Escherichia coli,Carbapenems,2.22e-18,622,0,Europe and Central Asia,C035,21.8,27.7,8.026529513,3073000.0,17.19991394,12.35817974,76.378,42.7,32.2,0.000153,0.0,0.661,9.4,86.0,53.63758214,13.5,90.13603212,3.82
2002,CREC,Escherichia coli,Carbapenems,0.001,753,1,Europe and Central Asia,C035,21.8,27.6,9.010653124,3111000.0,17.11505886,12.4250063,76.733,37.5,55.1,0.000886,0.0,0.891,12.9,85.0,53.63758214,15.3,90.56460355,4.99
2003,CREC,Escherichia coli,Carbapenems,2.22e-18,782,0,Europe and Central Asia,C035,22.0,27.8,9.218538312,3269000.0,16.83320832,12.49809716,77.084,45.1,37.4,0.000486,0.0,0.838,9.5,88.0,53.63758214,15.1,89.85031784,4.99
2004,CREC,Escherichia coli,Carbapenems,2.22e-18,936,0,Europe and Central Asia,C035,22.1,27.9,8.823705695,3628000.0,16.98276355,12.57217093,77.399,44.7,55.7,0.000385,0.0,0.778,12.4,89.0,53.63758214,15.5,90.42174641,5.25
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,1110,0,Europe and Central Asia,C035,21.8,27.6,8.329493075,3824000.0,16.94884574,12.65808884,77.675,40.9,44.2,0.000609,0.0,0.814,10.3,89.0,53.63758214,17.3,90.27888926,5.16
2006,CREC,Escherichia coli,Carbapenems,0.001,1383,1,Europe and Central Asia,C035,22.0,27.7,7.917562786,4070000.0,16.65839848,12.76044781,77.95,39.5,64.0,0.000844,0.0,0.838,13.2,88.0,53.63758214,17.4,91.70746069,5.03
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,1456,0,Europe and Central Asia,C035,22.2,28.0,8.063702447,4377000.0,16.29890756,12.89317005,78.234,42.2,114.9,0.00405,1.1e-06,0.652,9.7,87.0,53.63758214,16.9,91.70746069,4.86
2008,CREC,Escherichia coli,Carbapenems,0.001,1544,2,Europe and Central Asia,C035,21.6,27.4,7.966941524,4347000.0,15.81110511,13.05486743,78.526,48.8,32.6,0.000358,0.0,0.537,10.1,79.0,53.63758214,15.7,92.27888926,4.64
2009,CREC,Escherichia coli,Carbapenems,2.22e-18,1577,0,Europe and Central Asia,C035,22.1,27.9,9.087919716,4346000.0,15.51223408,13.22054846,78.815,44.9,55.1,0.000642,0.0,0.728,9.4,86.0,53.63758214,18.2,92.56460355,4.52
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,2089,0,Europe and Central Asia,C035,22.3,28.2,8.915191342,4767000.0,15.26832333,13.38626233,79.102,43.0,43.2,0.0034,0.0,1.104,12.0,86.0,53.63758214,16.9,92.27888926,4.3
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,2588,0,Europe and Central Asia,C035,22.0,27.7,8.792938086,4963000.0,15.57692308,13.56103865,79.455,46.4,40.7,0.00634,9.89e-06,0.84,10.5,90.0,53.63758214,16.9,92.27888926,4.19
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,3023,0,Europe and Central Asia,C035,22.0,27.7,8.779093656,4538000.0,15.24477191,13.74032975,79.874,52.1,44.0,0.000682,0.0,0.754,7.8,85.0,53.63758214,18.4,92.27888926,3.97
2013,CREC,Escherichia coli,Carbapenems,0.001,3079,3,Europe and Central Asia,C035,21.6,27.5,8.924116053,4778000.0,14.97706439,13.91208868,80.286,45.7,79.1,0.00105,0.0,0.473,9.1,86.0,53.63758214,17.3,91.85031784,3.86
